Category,Product Name,Customer Rating,Sentiment,Emotion,text
Household,"Gorden Blackout Polos Minimalis Gordeng Sapron Tirai Pintu Jendela - abu tua, L130cm x T150cm",3,Negative,Fear,kurang 2-3 cm sih dari pesanan. panjang sebelah sama agak kurang rapi jahitan bawahnya. diperbaiki lagi kedepannya. thanx
Men's Fashion,"kemeja putih PNS pria baju PDH cowok - Putih, S",2,Negative,Sadness,"Baru beli dan dibuka sudah ada noda hitam yg sangat terlihat untuk di kemeja putih, di cuci tidak bisa hilang"
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,1,Negative,Anger,jelek
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,5,Positive,Love,sangat istimewa sekali..
Office & Stationery,Deli buku Agenda A5/B5 60 Halaman Landscape 3 warna 2420X - A5,1,Negative,Sadness,"Minta yg pink, dikirim yg biru, terus Dapet yang penyok :( kecewa banget ih"
Beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,1,Negative,Fear,barang tidak d kirim komplain tidak d respon
Muslim Fashion,Pashmina Sabyan Diamond Kerudung Jilbab Pasmina Panjang - PS G.Bottle,5,Positive,Love,Jahitan rapi. Modelnya cantik ??. Nyaman dipakai. Bahannya adem. Tidak menerawang.
Women's Fashion,"PVN Kara Sepatu Sneakers Wanita Sport Shoes Candy Pink White Blue 372 - Candy, 45",1,Negative,Fear,"Boleh murah tp jangan murahan. Produk masih banyak reject nya. Jahitan berantakan, sol banyak longgar dan tidak rapih. Pengiriman pun di reschedule di pending se suka hati penjual tanpa memberikan alasan sebab yg jelas. Packaging tidak rapih. Anehnya foto tidak bisa di upload"
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,5,Positive,Happy,barang diterima tanpa catat.. thanks yaaa
Books,"Buku Anak, Buku Cerita Bergambar Seri Mengenal Hewan Bilingual Murah",5,Positive,Happy,bukunya bagus dan harganya bersahabat banget bisa buat nambah perbendaharaan cerita si kecil
Health,Champs Multivitamin Pineapple Berhadiah AR Coloring Book (30 x 1Botol),3,Negative,Sadness,Tdk dpt hadiah
Household,MINISO Penutup Mata Eye Cover Eye Mask Tidur Masker Sleeping - Dog,5,Positive,Happy,"bahannya enak lembut, ada gel di dalamnya, talinya bisa diatur dan gk mengganggu pas tidur, packing rapih, pengiriman cepat, langsung proses ketika jam kerja, respon seller juga cepat dan ramah."
Movies and Music,Suling YAMAHA YRS-23 Original / Seruling Yamaha,1,Negative,Fear,lamaaa bangettt respons nya
Body Care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,5,Positive,Love,"recommended seller!! barang udah sampai, packing rapih, barang sesuai deskripsi, thanks ya"
Books,PO - Menu MPASI 911,1,Negative,Fear,Seller tidak ramah
Health,Zambuk Obat Luar 8 gr,5,Positive,Love,"pengiriman cepat bangeett, packing aman, walo dapet flash sale tapi expired masih lama ????"
Computers and Laptops,Razer Hammerhead Pro V2,5,Positive,Love,Earcupnya lembut. Best value headset. Sound mantap. Nyaman dan praktis tinggal plug and play. mantaaaap laaah buat gamer
Toys and Hobbies,RB- M28 Mainan Mandi Bola Plastik WarnaWarni SNI Isi 50PCS Untuk Tenda - WARNA- WARNI,1,Negative,Fear,"kiri pembelian ke 2 ( saya beli 150pcs). yg kanan pembelian pertama. warna dan kualitas berbeda. pembelin ke 2 bahan tipis, warna tidak secerah pembelian pertama"
Tour and Travel,Royal Tulip Gunung Geulis Resort and Golf,5,Positive,Happy,Pelayanan cepat dan memuaskan
Food and Drink,SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI,2,Negative,Fear,rasanya agak asem mungkin terlalu banyak tomat
Carpentry,PYLOX BASIC / CAT SEMPROT PYLOX BASIC / PILOX BASIC 300CC,1,Negative,Anger,"Minta warna PUTIH, yg dikirim Bening. Ngasal bae, mata lo sowek!"
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,2,Negative,Sadness,orgdapet barang nya bgs..tapi saya dapet yg patah.
Food and Drink,Keripik tempe 200 gram,1,Negative,Anger,hancurrrr. agak keras dan rasanya sudah lama
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",1,Negative,Sadness,saya minat membeli disini karena ada konfirm game ultraman evolution dengan jawaban ada donk. setelah barang sampai ternyata tidak ada.. sungguh mengecewakan. terima kasih. hati hati kalo konfirmasi kelengkapan barang.. tidak semua pembeli fokus ke ps2 nya.. perhatikan permintaan game nya..
Sport,PREMIUM CELANA PENDEK LARI TRAINING GYM OLAHRAGA ZIPPER POCKET CASUAL - S21 BLACK M,5,Positive,Happy,Bagus dan ini order saya yang kedua.
Men's Fashion,Sarung Tangan Oakley v.2 Motor Tactical Half Gloves Army Military - BL - Hitam,3,Negative,Sadness,Knuckles karetnya agak kurang nyaman terus pelayananya slow respon
Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,5,Positive,Happy,Pesanan sdh diterima dlm keadaan baik dan fast respond dr seller mantap
Food and Drink,FITBAR snack Sehat isi 5 x 22 gram Choco/ Nuts/ Fruits/ Tiramisu - Choco delight,1,Negative,Sadness,"Packing berantakan, sungguh mengecewakan"
Women's Fashion,Rok Plisket - Rok Wanita Bahan Premium - CREAM,1,Negative,Anger,"yg di pesan warna ngga sesuai klu memang ngga ada bilang aja ngga ada jgn bilang ada, saya ini beli bukan minta."
Carpentry,Kepala Portable Gas Torch Flame Gun Las Blow Torch Pematik Gas.,1,Negative,Anger,"Alat tidak berfungsi, sdh dipasang sesuai instruksi tdk bs dipakai dan tidak ada api yg terpantik keluar hanya liquid gas."
Carpentry,Sticker Wallpaper Dinding 3d Foam Bata Putih dekorasiWallpaper Dinding - Putih,5,Positive,Happy,"mantapp murah thanks kak, thanks abang kurir langsung di Pasang??"
Mother and Baby,Transpulmin Baby Balsam - 20gr,4,Positive,Happy,Menggunakan bahan alami. Nggak memicu alergi. Tanpa bahan pengawet.
Gaming,Nintendo Switch / N Switch Joy-Con Joycon Joy Con (Left / Right) WARNA - GREEN PINK,5,Positive,Happy,"delivery: packing mantap, pengiriman cepat barang: build quality mantap, solid, responsif juga, kyknya beneran ori (rumble ada, amiibo ke-detect, klik home button auto on)"
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,1,Negative,Anger,Udah beli banyak ada 1 yg rusak mau tukar ga bisa pake belibet aturan cape deh
Women's Fashion,Celana pendek wanita rayon polos adem variasi warna - WARNA 6,5,Positive,Happy,Nyaman dipakai ?. Kualitas bahan bagus ??. Bahannya adem.
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,1,Negative,Anger,"Tiap belanja pasti RIBUT karena sampai lokasi hancur, buat pembeli lainnya, karena Seller tidak mau bertanggung jawab dan menyerahkan pada asuransi, spt pd screenshoot, jika saat terima uda diraba kemasan hancur, kembalikan langsung pada kurir, daripada saat dikomplain jawabannya spt pd screenshoot ini. ASURANSI katanya, ribetnya tuh klaim asuransi."
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,1,Negative,Sadness,saya pesan yg donat sudah lewat SMS tapi yg dikirim yg ikan saya kecewa sebab kucing saya gak doyan.....saya udah bilang gak apa-apa pakai kantong polos ... saya kecewaaaaaa
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",5,Positive,Happy,ini enak bgt di pakai setelah caesar. di pakai saat duduk jg nyaman tidak bikin sakit. rekomen pokok nya.
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,5,Positive,Happy,"bagus, bisa nempel di kayu"
Women's Fashion,"Nathalie Kaos Dalam Tanktop Wanita Camisol 1 PCS Color NTA 428 - Hitam, L",5,Positive,Happy,Enak dipakai ?. Jahitannya rapi.
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,5,Positive,Happy,Barang bagus packing rapih mantap. Biar bintang yang berbicara
Health,Tim Ayam Obat Herbal Komplit 12 macam,3,Negative,Sadness,"isiny hancur, akar2ny gingseng hancur. jadi sprt barang udah lama"
Women's Fashion,"Nathalie Kaos Dalam Tanktop Wanita Camisol 1 PCS Color NTA 428 - Hitam, L",2,Negative,Sadness,Bahan bukan katun asli
Movies and Music,Szs drum pad economist,2,Negative,Sadness,kata teman yg terjun di dunia musik barangnya kurang memuaskan. mohon diperbaiki lagi produknya. thx
Camera,Mini Photo Studio Box Folding Kotak Tempat Foto Portable with LED,2,Negative,Sadness,Barang berfungsi norma. Kecuali kabel USB nya rusak. Jadi saya pake kabel USB HP. komplen ke toko hanya minta maaf tidak menawarkan untuk diganti. Tolong cek dulu sebelum dikirim. Tks
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,2,Negative,Fear,"barang sudah diterima dalam keadaan cacat,seperti ada yg nyobek,lain kali packingnya jangan cuma kresek doank,itu jga cma 1 lapis"
Computers and Laptops,Telkomsel Orbit Star 2,1,Negative,Sadness,lambat
Body Care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,5,Positive,Love,"barang aman diterima, yg paling seneng wanginya enak banget ??"
Food and Drink,Paket Hemat Minyak Goreng Rose 2L & Gula Kuning 1KG Rose Brand,5,Positive,Love,"Respon dan pengiriman cepat. Packing rapi, recommended seller..."
Carpentry,Kepala Portable Gas Torch Flame Gun Las Blow Torch Pematik Gas.,2,Negative,Anger,"barang jelek, patah 1 , diisi gas bocor"
Toys and Hobbies,Mainan Anak CROCODILE DENTIST GAME / MAINAN GIGI BUAYA - GIGIT BUAYA,1,Negative,Sadness,"maennanya macet g bisa nutup mulutnya,,kecewa"
Household,Ultrasonic Aroma Diffuser Humidifier Colorful LED 300ml+remote,1,Negative,Sadness,Barang cuma bs dipakai seminggu... uap nya gk muncul lagi...kecewa banget... jadi gk bs diapa2in. Buat yg lain jgn karna murah beli ya...barang cm tahan seminggu
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos",2,Negative,Sadness,"tipis banget, ukurannya terlalu kecil tidak sesuai usia"
Precious Metal,5 gr RM 2021,5,Positive,Love,Kulit jadi cerah. Cepat meresap. Cocok di kulit kombinasi. Cocok di kulit berminyak. Kemasannya lucu ??. Penjualnya ramah banget. Cocok di kulit normal. Proses pesanan cepat. Cocok di kulit kering. Respon penjualnya top. Cocok di kulit berminyak. Packaging rapi. Packaging aman ??.
Kids and Baby Fashion,SK-C19 Ikat Rambut Karet Pita Anak 18 in 1 Jepit Rambut Anak Aksesoris - Pink Tua,5,Positive,Happy,"kecepatan pengiriman baik,packing rapi,pesanan sesuai,tx seller"
Computers and Laptops,ADAPTOR CHARGER MONITOR LCD LED TV LG merek LG 19V ORIGINAL,5,Positive,Happy,"barang bagus, seller ramah.."
Beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,1,Negative,Sadness,"utk pencil alis nya yg matic sampai di tempat patah, free kaca ny pecah"
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,1,Negative,Fear,Tidak sesuai. Udh belanjaa 300rb an nggak ada free gift yg diberikan. Tidak sesuai halaman utama
Toys and Hobbies,Limited Premium Figure Alice Schuberg (22cm),5,Positive,Love,the best banget dan pengiriman juga cepat
Mother and Baby,Minyak Telon My baby 150 150ml,1,Negative,Fear,"tidak recommended , hanya memikirkan untung , tidak memikirkan keluhan konsumen"
Automotive,3M Smart Sponge (Spon Cuci Mobil 3M) size: 10 cm X 15 cm,5,Positive,Happy,Sesuai pesanan
Electronics,speaker al quran 16 gb Radio digital am fm sw radio rodja,5,Positive,Happy,"barang sampai dengan baik, produk cukup bagus, suara tidak melengking, radio cukup jernih, semoga bermanfaat."
Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",1,Negative,Anger,jir sehari pake udah rusak :( quality control dong yg bener ahelah
Computers and Laptops,"Usb HUB Vention 4 Port Usb 3.0 2.0 High Speed Power Adapter OTG - CHL 3.0, 0.15m",1,Negative,Sadness,"tidak berfungsi, tapi yaa sudahlah sudah ditambah daya pakai mikro usb cas hp tetap tidak bisa"
Books,The Alchemist 25th Anniversary: A Fable About Following Your Dream,5,Positive,Happy,Pengiriman cepat + aman banyak bubble wrap. Harga pun lebih murah daripada competitor. Mantap.
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,3,Negative,Anger,"Ga tau dmn kendalanya, tp barangnya sampe ke rumah lama bgt. Molor 2hr dr estimasi sampai."
Kitchen,"Tatakan roda tabung gas elpiji, galon air,serbaguna troy MASPION",5,Positive,Happy,"produk bagus, kualitas OK, kuat, dan pengiriman cepat, packing aman"
Men's Fashion,"SEPATU PDL TNI AD | PDL TNI | PDL POLRI | PDL SECURITY - Hitam, 40",1,Negative,Anger,gk ada kotak sepatunya. Beli Sepatu harus nya ada kotak. Ini malah plastik kresek doang
Men's Fashion,"SWEATER POLOS PRIA HOODIE ZIPPER FLECEE TEBAL DISTRO POLOS - Abu-abu, XXL",5,Positive,Love,"Positive seller, fast respon, fast delivery rapih tidak cacat, Positive product diterima sesuai gambar serta deskripsi.. recommeded seller!"
Gaming,Fantech REVOLVER GP12 Gaming Controller Gamepad Joystick USB,5,Positive,Happy,"sudah dicoba untuk 3 hari dan controller tidak ada masalah, masih berfungsi dengan baik. feel tombolnya oke lah cocok buat saya yang suka main game sebagai casual"
Computers and Laptops,"RB - C78 Meja Laptop Lipat Portable Meja Belajar Anak Multifungsi Anti - POLOS, 03",1,Negative,Fear,JANGAN MAU BELI DI SINI. CEK REVIEW PENJUALAN NYA BANYAK YG RUSAK DI KIRIM. SAYA KORBAN JUGA. CEK FOTO BARANG YANG SAYA ORDER. SUPAYA YANG LAIN TIDAK JADI KORBAN.. KACAU TOKO INI MENJUAL BARANG RUSAK.
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,5,Positive,Love,Mantapppp.Build qualitynya josss Pertahankan
Beauty,Garnier Men Complete Package Mask Pack of 6,5,Positive,Happy,Packaging simpel. Penjualnya ramah banget. Proses pesanan cepat. Packaging aman ??. Packaging rapi. Respon penjualnya top.
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,5,Positive,Happy,makasih gun barang nya udh sampai sesuai pesanan..
Carpentry,Mesin Bor Baterai Tangan / Cordless Drill Battery Orion CD-6650,5,Positive,Love,"Barang sesuai deskripsi. Pegangan kokoh dan stabil. Packaging aman dan bagus. orderan ke 4 selalu puas, seller gercep, hari minggu dikirim, kurir cepat, next order lagi.."
Movies and Music,SOUNDTECH 2.1 USB Condenser Microphone Cardioid and Omnidirect for PC,4,Positive,Happy,"Suaranya bagus, jernih, tapi buat discord kayaknya kurang deh, untuk rekam audio padahal bagus. Worth the price."
Phones and Tablets,Createkat Katfit Watch Band SPO2 Tracker - Biru,1,Negative,Sadness,barangnya gak berfungsi
Food and Drink,SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI,1,Negative,Anger,"beli 2 ga ada yg enak, jauh banget sama kota hoedjan"
Household,Sofa Recliner Lulaby 1 Seater,3,Negative,Sadness,"Bahan kulitnya panas, kursi kurang empuk, standar aj."
Camera,"Kain background green screen hijau stabilo 1,6mx3m kain green screen - Hijau",5,Positive,Happy,"kain green screen nya datang sesuai deskripsi, walaupun kainnya agak tipis tp gpp masih bisa dipakai dengan baik"
Other Products,"Aluminium Miter T-Track for Router and Table Saw Jig - Silver, 10 cm",1,Negative,Fear,Pesan nut slider 4 kenapa cuma datang 2?
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,5,Positive,Love,"Jujur, awalnya sih kawatir dikarenakan baru pertama kali membeli emas lewat online, Alhamdulilah ternyata penjualnya Jujur dan Amanah bakalan jadi langganan terus nih aku. Terima kasih"
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 25,5,Positive,Happy,"masker sudah sampai, sesuai pesanan. packing baik. sukses selalu kak. makasih"
Camera,"Kain background green screen hijau stabilo 1,6mx3m kain green screen - Hijau",1,Negative,Sadness,"barang datang dalam keadaan dilipat, padahal ada catatan barang digulung, jangan dilipat"
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,5,Positive,Love,luar biasa mantap smuanya jadi oke dari pesta saya yg sederhana sekarang jadi rame sejak order disini terima kasih seller dan tokped atas kirimannya
Carpentry,Kepala Portable Gas Torch Flame Gun Las Blow Torch Pematik Gas.,5,Positive,Happy,Cepat tiba n kemasan bagus. barangnya juga bagus
Animal Care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,1,Negative,Fear,"barang ada yg gk sampe , ud complain juga , tetep aja , rugi belanja disini"
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,1,Negative,Sadness,Cupang tidak sesuai gambar
Gaming,PS4 Naruto Shippuden Ultimate Ninja STORM 4 : Road to Boruto Reg 3 - Reg All USA,5,Positive,Love,"Barang sebenarnya sudah sampai tadi sore, cuman baru ta unboxing dan mainkan malam ini. Sukaaa! Recommended ni toko ????????????"
Party Supplies and Craft,Plastik Mika Kaku Bening (PET) Meteran - 0.3mm.,1,Negative,Anger,bolong bolong ada minyak2nya gitu Jelek
Computers and Laptops,Rexus GX2 Gladius Pro Gaming Gamepad - Joystick / Stick - Hitam,1,Negative,Anger,l2 r2 trigger nya ampas macam ***
Mother and Baby,Kodomo Baby Tisu Basah Anti Bacterial 50 sheets,5,Positive,Happy,Aman untuk bayi ??. trimakasih
Mother and Baby,PAKET INTIME Baby Bath Tub / Bak Mandi Bayi + POMPA - Biru Muda,1,Negative,Anger,pelayanan tokonya sampah..
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,5,Positive,Happy,Barang sesuai deskripsi
Muslim Fashion,Jilbab Pashmina Plisket Diamond Hijab Pasmina Lipit ORI Murah Kekinian - Army,1,Negative,Anger,"ada noda kuning di jilbab nya,pendek,kaku!"
Body Care,Twinpack Instance Hand Sanitizer Alcohol 75% 500 ml,5,Positive,Happy,"barang bagus, packing rapi dan sesuai"
Kids and Baby Fashion,"OVIKIDS - Jeans Anak Skinny 123/468/81012 Unisex (2-6/7Th) - Biru, 8",2,Negative,Sadness,celanany ga masuk k kaki anak saya...padahal pesannya udh d naikan 1 ukuran....
Electronics,BARDI Smart LIGHT BULB RGB+WW 12W Wifi Wireless IoT - Home Automation,3,Negative,Sadness,"Lampunya sering error padahal terhubung ke wifi, saklar hidup tapi dihidupin di hp gak mau nyala"
Party Supplies and Craft,Lem balon / perekat balon / glue dot ballon / tempelan balon,1,Negative,Fear,saya tidak menerima barang
Men's Fashion,Kaos Kaki Hitam Polos Kerja Pria Premium LAF Project - Hitam,5,Positive,Happy,"oke banget barang lembut ,anti bakteri barang premium..enak dipake deh..saya udah 2 beli sekali beli 6...murah tapi gak murahan..yakin"
Precious Metal,Logam Mulia LM 3 Gr ANTAM (REINVENTED),5,Positive,Love,"kado.harga paling murah pada saat beli , trims, semoga bisa langganan. dan harganya bisa terbaik terus se tokped"
Body Care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,1,Negative,Fear,Baru pesan brg tdk sampai 20 menit kemudian mengajukan pembatalan malah ditolak. Padahal sy ingin memesan ulang krn salah menggunakan metode pembayaran. Pelayanan jelek sekali
Health,Masker Evo PlusMed 4d Medis - Putih,5,Positive,Love,"Pengiriman cepat, barang sesuai pesanan, dan terbungkus dengan rapi ???????? Recomended"
Electronics,Ruizu X02 HiFi DAP MP3 Player 8GB,5,Positive,Happy,keren banget barangnya. batrenya sumpah awet banget. volumenya juga gede dan ringan. cocok banget dibawa untuk lari atau work out. makasi min
Gaming,STIK PS2 ORI PABRIK WARNA STICK PS 2 ORIGINAL (OP) ELITE - Biru,2,Negative,Sadness,beli 2 baru 2 hari pake stik yg 1nya malah eror suka mencet sendiri kecewa dah
Gaming,Gameboy + STICK TAMBAHAN 2 PLAYER Sup Retro 400 in 1 - Biru,5,Positive,Happy,"barang sesuai pesanan,pengiriman cepat,pengemasan sangat bagus,bubble wrap tebal????"
Gaming,STICK PS USB LAPTOP GAMEPAD PC SINGLE HITAM R-ONE JOYSTICK - M-TECH,2,Negative,Fear,"saya beli 2, mohon maaf sebelumnya, sudah saya minta tolong untuk mencoba tes fisik dulu sebelum kirim. tdk tahu d coba atau belum, tp sepertinya tdk d coba. alhasil ada 1 yang cacat. ujung2nya pembeli harus return. itu hal yang merepotkan pembeli. maaf saya beri 2B"
Camera,Isi Refill Fujifilm Instax Mini Instant Color Film isi 20,5,Positive,Happy,pesen jam 3 terus jam 5 kurang barang udah sampe karena pake gosend instant. dapet potongan gosend instant 30rb jadi cuman bayar harga refill instaxnya doang?????? thankyou kakk
Computers and Laptops,KUKE KLS-808 Meja Lipat Laptop /Meja laptop lipat/Oxy Folding Table - Hitam,1,Negative,Anger,Quality barang jelek. baut lepas terus
Computers and Laptops,Cooling Pad Laptop Gaming 6 Fan Kipas Pendingin Laptop Kipas Cooler Q3,5,Positive,Happy,bagus. berjalan baik dan cukup silent. kokoh dan muat untuk laptop 16 inch
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,5,Positive,Love,"PUAS BANGET, SEMPET ERROR DI KURIR & MAU PAKE GERCEP, SELLER NYA RESPON BGT & SAMA2 CARI SOLUSI. ORDER ULANG & GA PELIT, ADA YG DIKASIH TAMBAHAN DIKIT2.. MAKASI YA KAK. JAYA SELALU TOKONYA ??"
Animal Care,MAKANAN KUCING CAT CHOIZE KITTEN 1 Kg / makanan anak kucing no bolt - KITTEN TUNA,1,Negative,Anger,"Proses dari pembelian ke pengiriman lamaaaaaaaaaaa, admin gak sopan, slow respon. ANCUR PARAH NIHH TOKO."
Food and Drink,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs Free Totebag,5,Positive,Love,"udah yang kedua kali beli disini, ngga nyesel banget, kualitas udah pasti oke, pengirimannya juga bagus dan cepat, packagingnya juga rapi dan aman"
Phones and Tablets,Xiaomi Redmi Note 10s 8/128 GB Garasni Resmi - Abu-abu,1,Negative,Sadness,"pengiriman lelet, request warna g di ACC, sangat kecewa..."
Household,GM Bear Alat Pel Lantai Ultra Mop Aclima 1354-Spin Mop Mint,5,Positive,Happy,"Barang dateng dengan kondisi baik, pengiriman sesuai estimasi, dan seller fast respon. Terima kasih ????"
Other Products,Liquid A La Carte Cream Custard 3Mg6Mg 100ML Liquid Ala Carte Alacarte - 3MG,1,Negative,Fear,"Tolong d perhatikan sblum d kirim pak, order cream custard, yg datang cream poundcake."
Beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,5,Positive,Happy,"warnanya cantik,baunya tidak menyengat, harga terjangkau, pengiriman cepat, packing aman.."
Muslim Fashion,elzatta Obelia Samida - 310,2,Negative,Fear,ga sesuai warna pesanan
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",5,Positive,Happy,Bahannya nyaman ??. Beban tersebar merata. Bahannya fleksibel. Gampang dipakai. Desain ergonomis. Nyaman di punggung.
Beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),5,Positive,Happy,mantap datang lengkap sesuai dengan orderan saya. dan saya puas belanja disini selama dapat cashback gede ??
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,5,Positive,Love,"saya puas dengan pelayanan dari tokoh ini. awalnya saya chat pertanyakan ketersediaan barang ini ready, tapi begitu saat pengiriman barang tidak tersedia. saya diberikan solusi barang dengan model dan tipe yang berbeda. Namun tokoh langsung menyediakan barang sesuai permintaan saya.Walaupun tidak sesuai dengan estimasi waktu yang saya pesan sameday. Akhirnya barang pesanan saya di kirim juga sesuai dengan harapan saya.Terima kasih seller Doa kita bersama semoga makin sukses dan barang awet saya pakai.terima kasih seller ... GOD JOBSBisa muat banyak. Barangnya original ??. Mutu terjamin SNI. Ada garansi resmi. Gampang dipakai. Desainnya elegan ?. Hemat listrik ?."
Carpentry,YJ-01 Nano Spray Gun Disinfectant Wireless 800 ml,1,Negative,Anger,BARANG GAK BISA DIPAKAI ?????????????????????????????????? PARAH INI MAH
Kitchen,Egg Timer Fackelmann,3,Negative,Sadness,timernya kurang tepat
Animal Care,VITAMIN BULU KUCING ANJING OBAT BULU RONTOK KUSAM PELEBAT BULU TERBAIK - 50 Kapsul (New),2,Negative,Fear,sepertinya kurang cocok di kucing saya... pemakaian sudah masuk 3 minggu belum ada perkembangan...
Muslim Fashion,HIJAB VOAL |VOAL ULTRAFINE | LUNA VOAL YOUTHSCARF (basic colour) - LV-DENIM,5,Positive,Love,"mantap hijabnyaaa, enaaaaaak dipakai, adeeeeem"
Kids and Baby Fashion,BAJU SETELAN ANAK LAKI-LAKI ASTRONOT UK 1-10 TAHUN - 3 TAHUN,1,Negative,Anger,sablonnya jelek bgttttt
Mother and Baby,Mama's Choice Baby Calming Tummy Oil 55 ml,4,Positive,Happy,paket sampai dgn selamat. semoga cocok.
Kids and Baby Fashion,?YUKSHOPING? R115 Tas Anak TK Ransel kecil Karakter Backpack Motif - RILAKUMA,5,Positive,Love,Barangnya sesuai gambar lucu jga dipke anak saya
Camera,TRIPOD Camera WEIFENG WT-3110A,5,Positive,Happy,"tripodnya berkualitas. Produk sesuai deskripsi. packingnya aman ??. cuma sayang,gak tau kenapa bagian tengahnya gak bisa di pasang,gak ngait di aluminiumnya malah lepas terus gak bisa nahan beban hp..paling bs di lem dlu bru di pakai..thank's tokopedia dan toko yg terkait..smga lancar usahanya..?? overall bgs.."
Kitchen,"Tatakan roda tabung gas elpiji, galon air,serbaguna troy MASPION",5,Positive,Happy,"Bagus kokoh, enggak yang lari larian rodanya"
Carpentry,Charger Aki Portable 12V/2A Mobil | Motor,5,Positive,Love,terbaiklah ini alat harga 51rb bisa dipakai berkali2. baru datang langsung tes dan waow mantab kali ini alat kecil cabe rawit.. aki cba cas 1jam aja langsung bisa stater motor tua saya... saya suka alat murah tp fungsinya good dah..
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,4,Positive,Love,"Gampang dibawa-bawa, terlalu imut ukurannya"
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,2,Negative,Sadness,ternyata ukurannya kecil di bawah harapan
Animal Care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,1,Negative,Sadness,keras banget dan ukuran nya gede :( jadi nya dikit banget
Animal Care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,5,Positive,Love,"wih mantap betul sellernya, aku pesen siang menjelang sore langsung sat set sat set tiba2 malemnya udah sampe ???? makasih seller !!"
Automotive,Masker 3 ply Hitam Full Black Orlee Medis 3ply Earloop Kemenkes 50 - Hitam,1,Negative,Anger,bukan orlee yang dikirim. payah
Muslim Fashion,Bella Square Hijab Segiempat Part 5,4,Positive,Happy,"bagus, admin garcep warna kosong langsung konfirmasiBahannya adem. Jahitan rapi. Warnanya cantik ??."
