Category,Product Name,Customer Rating,Sentiment,Emotion,text
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,1,Negative,Anger,bohong gak dapat hadiah kapok beli d sini ??????????????
Household,Dettol Disinfektan Spray Morning Dew 225ml - 3 Pcs,5,Positive,Happy,"mantap dettol. packaging super aman, pakai air bag. prosesnya cepat. wanginya enak"
Sport,"Baselayer Manset jumbo Big size xxl fit xxxl nike adidas - Hitam, S",1,Negative,Anger,"sory yah pesanan ga sesuai, minta xxl di deskrisi lebar 50 panjang 75. yg datang lebar 43 panjang 60 nda muat boss.."
Sport,"Atalon Running Pants - Celana Pendek Ringan Lari Jogging Marathon - Hitam, M",5,Positive,Happy,produk original ??. nyaman dipakai ??. dijamin termurah.
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,5,Positive,Happy,terimakasih paketnya sudah saya terima.... sukses terus ya
Automotive,SEPASANG Lampu Tembak Sorot 6 Mata LED Spion Motor 6 Watt 12Volt,5,Positive,Happy,"barang mantap, sesuai deskripsi, tapi belum di coba , semoga awet ??"
Party Supplies and Craft,Kardus untuk keamanan packing,5,Positive,Happy,barang diterima sesuai pesanan
Automotive,Hayaidesu Keychain Gantungan Kunci Aksesoris Variasi Motor Mobil - Hitam,5,Positive,Happy,"produk sesuai deskripsi??. kualitas produk bagus, karetnya tebal, buatannya rapi & halus. thanks seller for flash sale."
Tour and Travel,Sim Card Eropa 30 Hari | Europe Simcard 30 Days Include Swiss - 8GB,5,Positive,Love,pesanan cpt diproses dan sy sdg pakai simcard nya di eropa. signal bagus. recommend bgt.
Women's Fashion,CD01 Celana Dalam CD Wanita Seemless 3D Japanese Style Honeycomb - grey,1,Negative,Sadness,produknya mudah rusak dan kalo kena kuku dan yg tajam2 runcing langsung robek dan benangnya terurai. mau komplain udah terlanjur dibuka dan dipakai semua barang nya. saya merasa dirugikan apalagi saya biasa beli yg bermerek walaupun mahal puas. ini saya coba beli produk ini malah bikin habis uang. saya harus beli lagi cd skrg
Electronics,SAMSUNG 32 T4500 Smart LED TV 32 Inch HD 32T4500 - UA32T4500AKXXD - TANPA BUBBLE,1,Negative,Sadness,"dlm ordernya sdh sy tambah 'bubble wrap' (+ rp 10.000), tp dikirimnya tanpa bubble. lagian ordernya pagi2 n minta spy dikirimnya lbh cepat (instant), ternyata tibanya jam 16an"
Food and Drink,FUKUMI BERAS PORANG BOX SACHET,5,Positive,Happy,mantap. saya sudah beberapa kali order ulang
Gaming,Game pass Ultimate 5 Bulan for Xbox one series X|S Windows 10 - 1 Bulan,5,Positive,Happy,"setelah bayar langsung dikasih akses, proses cepat, kelengkapan sesuai, admin membantu sekali dlm tanya jawab. terima kasih."
Gaming,NO 1 PUBG TRIGGER S8 TRANSFORMER L1 R1 SHRAP FIRE BUTTON SHARP SHOOTER,5,Positive,Love,"barang sudah diterima, sudah dites dan berfungsi dg baik + mantaaaaap..... recomended seller"
Sport,Speed Swift Skipping Jump Rope - Hitam,1,Negative,Sadness,bru dipakai 4 kali alat sudah rusak. penjual tdak bsa menganti
Phones and Tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live",5,Positive,Happy,kakinya gampang diatur. berfungsi dengan baik. kualitas sesuai harga.
Office & Stationery,Nano Double Tape / Double Tape / Selotip Isolasi Bening Multifungsi - 1 MM,1,Negative,Sadness,barang amat sangat mengecewakan tidak layak pakai.. jangankan untuk menahan beban 2kg untuk menahan beban nya sendiri ajah gk mampu(alias gk nempel)
Books,Buku Filosofi Teras - Original,3,Positive,Love,"barang nya sampe dengan baik, tapi buku bukunya sangat mahal mungkin bisa di kurangin sedikit, saya suka banget dengan bukunya dan sepertinya saya aka beli buku lagi di sini terima kasih"
Camera,RING LIGHT LED 33CM + TRIPOD PAKET KOMPLIT VLOGER MAKE UP LIVE - TRIPOD 1M,3,Negative,Anger,"awal dikirim brg sih packing rapih ya, tp ada bocel sm kaki tripod karetnya ada yg ilang. trs saya balikim barangnya (saya kasih bubble wrap buat balikin). tp seller kirim brg barunya sama sekali ga pake bubble wrap, alhasil banyak lecet + penyok2, dibilang dr seller ktnya hrs xtra bubble wrap???. tau gt saya balikinnya gausa make bubble wrap"
Beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,4,Positive,Happy,cocok buat warm tone. hasilnya awet. cocok buat cool tone. cocok di kulit kering. cocok di kulit normal. cocok di kulit kombinasi.
Women's Fashion,Tanktop Singlet Dalaman Wanita Gaya Korea - Jfashion Naraya,2,Negative,Sadness,bahan nya tipis...nyesel beli 3..harusnya test 1 dulu hahaha...maaf ya..cuma bisa kasih bintang 2
Computers and Laptops,MOUSEPAD GAMING FANTECH FIREFLY MPR800s RGB,5,Positive,Love,"packing rapih, fast response, dan rgbnya juga bagus ??sangat di rekomendasikan 10/10"
Automotive,Tempat Holder Multifungsi Tissue + Kartu Sunvisor Mobil | Premium - Coklat,1,Negative,Sadness,gambar tempelnya tdk rapi .. dan bnyk yg ngelupas..
Camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,1,Negative,Sadness,kualitasnya mengecewakan..blm dipake sudah rusak bola joinnya..
Property,Panen telur - Oxihom Baskom Saringan Tirisan K1903 - Cokelat,5,Positive,Happy,"packingan aman dan rapi..barangnya bagus..makasi oxihom,tokopedia dan j&t express.."
Kitchen,GOHAPPY PISAU SET PASTEL TAJAM BEAUTIFUL COLOR - 2011 pisau pink,5,Positive,Happy,tajam. kualitas produk bagus. produk original. produk sesuai.
Automotive,Hayaidesu Keychain Gantungan Kunci Aksesoris Variasi Motor Mobil - Hitam,5,Positive,Happy,harganya murah kualitas barangnya keren abis..gak nyesel dah belinya
Animal Care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,5,Positive,Love,reoderrrrr
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",5,Positive,Happy,nyaman di punggung penjualnya ramah banget
Food and Drink,Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Biji Kopi,1,Negative,Sadness,order yg k2 ko sy sangat kecewa...bungkus sudah pecah kopi berhamburan k mna� gak tau ini kesalahan dr selese seler atau kurir.
Movies and Music,Clip On Mic Bando untuk Youtuber mc dll,4,Positive,Happy,"barang sudah diterima sesuai deskripsi, repon cepat, paking bagus, terima kasih"
Camera,Tripod Takara Eco 193A Hp Dslr Slr Mirrorless Mirorrless Gopro Kamera,3,Negative,Anger,"ga dipacking dikirim pke boxnya gitu aja.. ?? benyek parah, isinya ky barang bekas jg.. bnyk bgt baretnya sama ada noda apaan gitu kaya gel2 jorok bgt.."
Animal Care,DESINFEKTAN MedLab 5 Liter antiseptik,5,Positive,Happy,"pengiriman cepet banget, packing aman banget.. pokoknya mantab"
Office & Stationery,Whiteboard gantung 90 x 120 cm,5,Positive,Happy,barangnya bagus sesuai deskripsi ????????????
Muslim Fashion,Jilbab Instan Pet Antem L / Hijab Kaos Bergo Anthem Size L,5,Positive,Love,mantab????????bahannya adem. ukuran sesuai. modelnya cantik ??. warnanya cantik ??. jahitan rapi. tidak menerawang.
Women's Fashion,BA24 Dompet Pendek Wanita Original Baellery Stylish Wax Leather - red,4,Positive,Happy,"barang sesuai gambar,paking rapih??"
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,1,Negative,Sadness,jelek. banyak penyok sana sini. sangat mengecewakan
Sport,XM-L T6 Senter Kepala 3 Lampu LED New Brand Headlamp XML,5,Positive,Love,"selalu bagus produknya, pembelian ke 2 mantapp min, smoga laris"
Food and Drink,PRONAS Paket Luncheon A Free Canister,3,Negative,Fear,"pengiriman lambat, seminggu baru sampai. bagi yang membutuhkan cepat, lebih baik beli di supermarket langsung"
Camera,Microphone Boya BY MM1 CardioId Shotgun mic DSLR / Handphone - MM5,1,Negative,Sadness,"tidak bisa digunakan secara native, harus menggunakan aplikasi tertentu (tidak disebutkan di deskripsi). windshield rusak on arrival."
Precious Metal,Logam Mulia LM 3 Gr ANTAM (REINVENTED),5,Positive,Love,penjual kualitas terbaik ini tanpa harus bertanya progres barang sudah langsung di kabari via chat kepada pembeli. luar biasaaaaaaa pertahankaannn
Women's Fashion,CD01 Celana Dalam CD Wanita Seemless 3D Japanese Style Honeycomb - grey,5,Positive,Happy,"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshpotongannya rapi."
Camera,"green screen bahan kain spunbond - Orange, 75 gram",5,Positive,Love,"luarbiasaaa.. udh 2x beli di toko ini.. penjualnya ngerti kebutuhan sy butuh urgent, hari minggu tetap dihandle pdhl hrsnya libur dan pake sameday tp nyampenya ekspress dari jaksel - bekasi... puji tuhan !!! thanks so much seller dan kurir sameday, gbu ????????????"
Carpentry,Sticker Wallpaper Dinding 3d Foam Bata Putih dekorasiWallpaper Dinding - Putih,1,Negative,Fear,"barang tidak sesuai katanya 4-5 mm ternyata tipis sekali dan jumlahnya tidak sesuai dari 56 pcs yg dtg 54 pcs,,kwalitas jelek"
Body Care,L'Oreal Professionnel Serioxyl Denser Hair Serum Rambut Rontok,1,Negative,Fear,"dikasi bonus gratisan hair mask serie expert, tapi uda expire barangnya, pas dipake bikin kepala ketombean.. kl ga niat ngasih gratisan, mending ga usah sih drpd bikin rusak rambut orang"
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna Pastel model Evo - Kubus,1,Negative,Sadness,minta 4 pcs dikirimnya 3 pcs dan dikemasan paket tidak ada jumlah barang yang akan dikirim.
Muslim Fashion,sejadah travel serut - Biru,4,Positive,Happy,"pengiriman oke, produk datang dalam kondisi baik, jumlah benar tetapi warna salah :( gapapa makasih yaa"
Food and Drink,Brownies Panggang PREMIUM,1,Negative,Sadness,ga akan bl lg dsni. thx. saya kecewa.
Food and Drink,Realfood Royal Wellness Minuman Sarang Burung Walet + Immune Booster,5,Positive,Happy,barangnya bagus dan original. packaging juga bagus full dng bubble wrap berlapis dan dilapis dng packing kardus. barang msh tersegel.
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,5,Positive,Happy,respon penjual cepat dan ramah
Food and Drink,SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI,2,Negative,Fear,"diluar ekspetasi banget, sambelnya gak seger, agak bau, gada pedes2nya malah manis, packaging nya sih bagus"
Body Care,Whisper Pembalut Wanita Regular Flow 40's,5,Positive,Love,safely landed on the next day! masa expired pembalut masih lamaa di 2024. thank you so much ??
Gaming,Sarung Tangan Jempol Gaming Anti Keringat PUBG FF Mobile Legend New,5,Positive,Happy,"overall keren. paking aman, seller ramah n fast respond jga ??"
Men's Fashion,Celana Pendek Surfing Boxer Pantai/ Celana Tidur Pria - RANDOM,5,Positive,Love,bagus bangettt bahan lumayan teball sukaa padahal murahh tapi kualitas lumayan lahhh tapiii sukaaaa
Books,Your Name - Shinkai Makoto - Haru,5,Positive,Love,bahasa indonesia. diterima dengan baik. barang bagus dan ori. pengiriman cepat. mantapp jiwaaa ????
Carpentry,Charger Aki Portable 12V/2A Mobil | Motor,2,Negative,Sadness,tidak berfungsi untuk aki normal padahal baru beli langsung di cas led indikator nya ngga jalan
Animal Care,MAKANAN KUCING BOLT REPACK 1KG - PRODUK ASLI - IKAN 800 GR,1,Negative,Sadness,"kecewa, respon tokonya lama....pengiriman sameday, order sebelum jam 12 malah di kirim besoknya, di chat dari pagi dijawab malam. kapok"
Beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,5,Positive,Happy,warnanya pekat. aplikator mudah dipakai. proses pesanan cepat.
Animal Care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,5,Positive,Happy,mantap...wangi...udah beli beberapa kali. aman juga untuk hewan...
Camera,Isi Refill Fujifilm Instax Mini Instant Color Film isi 20,5,Positive,Happy,pesen jam 3 terus jam 5 kurang barang udah sampe karena pake gosend instant. dapet potongan gosend instant 30rb jadi cuman bayar harga refill instaxnya doang?????? thankyou kakk
Tour and Travel,10 days ordinary dewasa Japan Rail JR Pass Shinkansen Jepang adult,5,Positive,Happy,packing cepat respond cepat
Women's Fashion,VONA Dompet Wanita Lipat Dua Panjang Bahan Kulit Sintetis - MOZA - Navy,3,Negative,Sadness,"gak rapih bgt dalemnya, kayak gak di qc atau ntah karena diskon jadi barang yang agak rusak. cukup kecewa sih"
Toys and Hobbies,Permainan Stako Kayu 54 Balok dengan 4 Dadu,1,Negative,Anger,"blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi, parah dah"
Camera,silica gel natural 1kg 1000 sachets @1gram - 1 gr -+ 1002,3,Negative,Fear,"silica gel nya lembab, packing kurang rapat dan rapih. seharusnya di packing dengan rapat"
Computers and Laptops,SanDisk Extreme SDHC UHS-I Card 32GB,1,Negative,Sadness,data sering error dan hilang ??
Computers and Laptops,Fantech OCA258 / OC-A258 Kursi Kerja Kantor Premium Office Chair - Pink,5,Positive,Love,"as always gapernah gagal belanja sini, thanks ggs"
Books,Buku Mahir Online Trading Forex Dengan Meta Trader Trading Platform,1,Negative,Fear,"toko tdk kooperatif, pesanan duplikasi di minta cancel tapi tetap saja dikirim. maaf terpaksa saya kasih bintang 1, kwalitas barang biasa saja."
Gaming,Memory card ps2 64Mb MC PS2 64 MB MEMORI PS3,3,Negative,Fear,"seller lumayan responsif, kualitas brg sesuai harga, so so lah. dicek di browser ps2 nya kebaca 64 mb, tp kalo udah dipake save di game cuman kebaca 8 mb. ga semua game bisa ngebaca mc nya, sayangnya game game yg top yg ga mau ngebaca mc nya kaya god of war."
Carpentry,YJ-01 Nano Spray Gun Disinfectant Wireless 800 ml,1,Negative,Anger,"produk yang dikirim,tombol putih buat setting besar kecil nya semprotan tidak berfungsi,. bagaimana?katanya garansi 30hari"
Computers and Laptops,ADAPTOR CHARGER MONITOR LCD LED TV LG merek LG 19V ORIGINAL,5,Positive,Happy,"barang bagus, pengemasan aman, dapat berfungsi dengan baik"
Muslim Fashion,"Celana Pangsi Sirwal Murah - M, Merah",5,Positive,Happy,"sdh 2 kali belanja, fast respons, amanah,"
Other Products,Liquid A La Carte Cream Poundcake 100ML Liquid Ala Carte Alacar - 3MG,1,Negative,Fear,"barang pesanan sampai, cuma tidak sesuai dengan yg saya pesan, komplain tidak ditanggapi dibales cuma sekedarnya, di telp tidak diangkat, di wa gak di bales, dr pada lama nunggu balasan dr agan ini mending saya jual aja tu liquid.. br kali ini belanja di tokopedia nemu seller yg kyak begini..gak2 lagi2 deh belanja disini percuma di deskripsi gede2 ditulis jgn sampai kurang isi keterangan soalnya bkl_an di kasih random ehhh ini malah seller nya sendiri yg salah begitu, minta maaf pun gak..mending dikasih nic 6 pesannya nic. 3 tp produk sama, lah ini seller salah ngirim produk yg dipesan.. kalo saya siy kecewa berat belanja disini krn barang salah kirim taunya bakalan susah di retur...saya juga lg liburan gara2 begini saya sibuk ngurusin beginian nunggu2 masalah ini cepat kelar.. sorry to say not recommended seller"
Women's Fashion,COMFEET - Kaos Kaki Mata Kaki / Ankle Socks Import Quality - White,5,Positive,Happy,bahannya adem warnanya cantik ?? tebalnya pas! jahitan rapi
Other Products,terpal A12 korea ( IMPORT),1,Negative,Sadness,pesanan tidak sesuai ukuran.
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,1,Negative,Fear,"gak bersegel. di packing luar dan dalam produk nya tidak bersegel. info dari admin seller setelah chat, produk memang tidak bersegel dan info nya di klaim oleh admin penjual original,, agar di cantum kan di deskripsi agar pembeli jadi tau, dan layak jadi pilihan atau tidak nya untuk di kulit wajah nya."
Health,Zambuk Obat Luar 8 gr,1,Negative,Anger,"promo ngawur,asa kejar diskon spesial lebih mahal dr promo reguler."
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,5,Positive,Happy,"produk sesuai, respon cepat, pengiriman cepat"
Women's Fashion,"Clouwny - clouwny chinos pants katun strech dan fit di kaki - Taupe, All Size",3,Negative,Sadness,bahannya luntur????
Food and Drink,Dendeng Sapi l Dendeng Sapi Manis 200 gram,5,Positive,Happy,rasanya ok ??
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,1,Negative,Sadness,"kirim barang yg dikirim salah, kata �maaf� pun nggak ada. barang lama sudah diterima barang baru kirimnya lama. ongkir juga nggak tanggung jawab. official store koq pelayanannya kaya begini, bikin kecewa banget !"
Food and Drink,Kripik Usus Ayam 1kg Super,1,Negative,Anger,"keripik ususnya rada bau bangkai, rasa asin banget. saya 100% me review karena saya memang kecewa atas kualitas kripik usus yang bau menyengat. harusnya anda menjadikannya bahan introspeksi bukannya malah menuduh saya kompetitor anda. toko macem apa ini!!"
Health,Blackmores Bio C 1000mg (90),2,Negative,Anger,pengiriman lama. padahal butuh urgent
Automotive,Hazecool AC Cleaner - Pembersih AC SPLIT & AC MOBIL,1,Negative,Sadness,product tidak bisa spray sudah di kocok berkali-kali ..tidak bisa dipakai.tidak recomended..kecewa
Other Products,BUBBLE PACK (PACKING TAMBAHAN),1,Negative,Sadness,beli bubble tp gak di kasih bubble biasax gak kecewa kali ini kecewa
Camera,COSTA CM-D1 Microphone Clip On 3.5mm Lavalier Mic Smartphone Camera PC,3,Negative,Sadness,"sebenernya kualitasnya oke sih, tp nggak bisa masuk ke kamera yg biasanya pake phantom power."
Camera,kain background foto waterproof - Hitam,5,Positive,Happy,"pesanan sesuai warnanya, cuman bahannya tipis banget ya. kalau dipakai foto masih tembus bagian belakang. tapi kualitas menyesuaikan harga sih. ????????????????????"
Muslim Fashion,RB-C205 Tasbih Digital Mini Tally Counter Alat Hitung Tasbeh Digital - Biru Tua,2,Negative,Fear,saya beli tasbih digital berbeda warna tapi setelah saya terima barangnya tidak sesuai catatan yang saya kasih...
Automotive,Orios LED H6/M5 DC 6000K Lampu Motor,5,Positive,Happy,"barang cepat sampai, bolamnya awet dan terang banget, tokonya baik kurir baik, jangan ragu beli di toko ini...."
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M",5,Positive,Happy,"kualitas barang bagus, dengan harga yg worth the money...bahan nya halus dan tidak gatal kata istri saya."
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,5,Positive,Happy,pengiriman cepat kualitas barang bagus wanginya juga oke
Men's Fashion,Baseball cap : KAIRUI - Topi Baseball Topi Quick Dry Topi Olah Raga - BLACK,2,Negative,Anger,"tampilan si ok banget tapi bahan tipis banget, masa baru dipake (pemakaian normal) dua minggu jahitannya udah sobek sendiri.."
Other Products,PACKING DUS + BUBBLE - TAMBAHAN DUS + BUBBLE,5,Positive,Happy,ds sukses terima kasih atas kerjasamanya sist
Kitchen,Tefal Cook & Clean Frypan 26cm Wajan Anti Lengket,5,Positive,Happy,kualitas produk bagus.
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,1,Negative,Fear,barang ga ada yg bisa di pake.
Food and Drink,Lumpia Basah Semarang *BESAR*,5,Positive,Happy,"enak, isiannya banyak, sausnya mantap"
Books,Bumi Bulan Matahari Bintang Ceros Batozar Komet Minor Selena Nebula - SELENA,5,Positive,Happy,"barang original berkualitas, pengiriman cepat."
Body Care,L'Oreal Professionnel Hairspa Deep Nourishing Shampoo - Rambut Kering,5,Positive,Happy,"packing bagus, puass"
Household,Handuk Merah Putih 50x100 cm / Handuk Mandi / High Quality Towel,4,Positive,Happy,"handuk cantik. material bagus. harga terjangkau!. thanks traktirannya tokped, handuknya lumayan???? mau upload foto keterangan eror mulu??"
Carpentry,"Sepatu Safety Kings Kulit asli 100% - 102, 37",1,Negative,Anger,"sepatu yg di kirim tidak sesuai sama yg saya order, warna,jenis dan ukuran berbeda,komplain ribet,padahal order titipan"
Men's Fashion,"LM 17152-17160 Baju Koko Pria Lengan Panjang KOKO CHEONGSAM TERMURAH - Abu Tua, M",3,Negative,Fear,"pesan warna putih. karena yg putih kosong, dialihkan ke hitam. ee yg datang merah maron. pusiiing.... kayaknya ngak siap melayani"
Mother and Baby,Mama's Choice Active-wear Maternity Legging - Legging Hamil Mama's Cho - Hitam + pengait,4,Positive,Happy,bahannya bagus. adem
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,5,Positive,Love,barang berfungsi dengan baik. recommended seller ??
Precious Metal,Minigold Black Series Logam Mulia Koin Emas Mini 24 Karat 0.025 gram,5,Positive,Love,sudah langganan beli mini gold disini ??
Camera,Waterproof Case Tishu-Casing Hp Anti Air - Indoshare Hitam,1,Negative,Anger,"udah sering beli banyak bahkan. tapi untuk yg sekarang sangat kecewa sekali karena ada satu yg gagal,depan belakang sama.sayangnya ketika ditanya malah disuruh nunggu. tapi tidak ada jawaban sampai sekarang. tau gitu di komplain"
Mother and Baby,Paket 2 - Nutrilon Royal 3 Susu Pertumbuhan 1-3 Thn Vanila 800gr,1,Negative,Sadness,ga sesuai dengan yg di posting
Computers and Laptops,ACOME MicroSD Card 8GB/16GB/32GB/64GB High Speed Up To 90MB/S Class 10 - 8 gb,1,Negative,Fear,"sebelum mempercayakan penyimpanan data kalian . mending pikir dulu deh . saya baru pakai blm 2 minggu , kartu langsung tidak terbaca lagi . mana ada data yg tidak bsa di selamatkan . dan proses garansinya aja pake estimasi sebulan . yap sebulan . mending beli yg pasti aja . merk baru blum tentu terjamin kualitasnya . be carefull and keep healthy . thx"
Property,Panen telur - Oxihom Baskom Saringan Tirisan K1903 - Cokelat,5,Positive,Happy,kualitas luar biasa
Camera,"green screen bahan kain spunbond - Orange, 75 gram",5,Positive,Happy,"kainnya tebel, murah dan manfaat utk menutup latar belakang ketika zoom meeting. pengiriman juga cepat. makasih"
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,1,Negative,Fear,"pesan dari kota tangerang tiba2 dikirim dari toko cabang, hadiah tidak ada...uda komplain dan banding tanggapan tokopedia n official store tidak baik, belanja ditoko online lain ga pernah trik ky gini, uda salah ga mau ngaku salah...pas cekout uda ulang2 diliat bener ini kirim dari kota tangerang, sudah screenshot juga itu yg dibeli, saya juga bisa liat mana yg toko cabang mana yg dari tangerang, hati-hati utk pembeli lain jangan sampai ada yg kena ky saya..."
Household,Lemari Plastik Pakaian DIY / Wardrobe / Rak Baju Animal Character - 8 Cube + 4 Rak,3,Negative,Fear,"penguncinya kurang 1 baris cuma muat 2 baris saja baris setelah gak ada penguncinya jadi gak kepake yng 1 baris,,sisanya, kardus padahal utuh,, kayaknya kurang lengkap pas nyiapkan kadung klik tetima,, mohon lain kali di cek teliti sebelum kirim"
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,5,Positive,Happy,packaging rapi. proses pesanan cepat. packaging aman ??. gampang dibawa-bawa.
Electronics,Power Supply 10A / 12V Adaptor CCTV CENTRAL,1,Negative,Sadness,baru dipakai 1 malam. langsung ngedrop.
Food and Drink,Dendeng Sapi l Dendeng Sapi Manis 200 gram,5,Positive,Love,mantaab p00000l.... ?????????? udh langganan...keluarga sangat syukaaaa...trims ??
Books,The Alchemist 25th Anniversary: A Fable About Following Your Dream,4,Negative,Sadness,"bukunya penyok diujung atas, kebuka dikit plastiknya pas nyampe"
Beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,4,Positive,Happy,puasssssssssssssssssssssssss ...
Automotive,HARGA TERMURAH BAN MAXXIS EXTRAMAXX 90/90-14 M6234 TUBELESS,5,Positive,Love,kualitas produk sangat baik produk original harga produk sangat baik kecepatan pengiriman sangat baik respon penjual sangat baik
Women's Fashion,COMFEET - Kaos Kaki Mata Kaki / Ankle Socks Import Quality - White,4,Positive,Happy,produknya sesuai gambar
Women's Fashion,Daster Polos Ruffle / Daster remple Rayon - Mint,3,Negative,Sadness,barang asli nya tak seindah yg difoto:(
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 23,3,Negative,Sadness,minta warna hitam doff malah dikirim warna warni semua..tanpa konfirmasi
Gaming,Microsoft Flight Simulator 2020 Premium Deluxe PC Original - DVD-DL120GB,5,Positive,Happy,"alhamdulillah setelah 20 jam lebih total downloadnya, akhirnya bisa terbang juga. agan seller sgt responsive terutama adminnya, guidance nya very clear. semoga pmdg boeing 73x bisa segera release ya..."
Sport,Pompa Sepeda Rockbros Pump MTB Roadbike Presta Bola 5930 140Psi,5,Positive,Love,"instalasi mudah. pengiriman cpt. respon cpt, trims seller smoga awet. aamiin sukses selalu, seller & tokopedia."
Household,PCK-01 Penjepit Barang / Pickup Tool Ver.1 Alat Capit Pemungut Sampah,5,Positive,Happy,"barusan saya tes untuk ambil sampah di sungai dekat rumah, untuk kekuatan daya cekram si alatnya masuk akal untuk harga segini. untuk ambil plastik mudah, tapi untuk ambil sampah kain atau sampah yg udah kekubur agak sulit karena kurang kuat cekramannya"
Other Products,pewarna sepatu canvas suede paint alus shoes - Biru,5,Positive,Happy,hasilnya bagus dan sangat memuaskan terimakasih tokopedia.??????
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,5,Positive,Love,"mantap banget, recomend. barang yg diterima sesuai gambar!."
Other Products,Busa Filter Ukuran MILD,5,Positive,Happy,terima kasih barang mantappp
Toys and Hobbies,Rak Rack Hotwheels 1:64 Isi 50 Lanscape Model Pintu Sleeding - Navy,5,Positive,Love,okeeee..... siiipps..... kereeennn abis utk tempatbhotwhealsnya gan
Electronics,Philips Digital Rice Cooker 1.8L - Fuzzy Logic Bakuhanseki HD4515/33,1,Negative,Fear,"barang baru diterima dicoba ternyata sudah rusak, masak nasi tidak panas. setelah dibawa ke service center ternyata heating element nya yang rusak dan harus nunggu service 1 - 2 minggu dan tidak bisa ganti baru. padahal barang baru datang dicoba sudah rusak. sekarang kondisi belum megang rice cookernya masih nunggu diservice repot juga service adanya diluar kota."
Men's Fashion,910 Nineten Socks Black & Grey,3,Negative,Fear,"bagian dalam berantakan semua benang nya, seandainya bisa lebih bagus, tambah mahal sedikit pasti banyak yg mau ini, bagus luar nya"
Men's Fashion,"kacamata baca plus pria super premium - Merah, baca plus",5,Positive,Happy,sudah terpasang dgn kaca sesuai ukuran yg dipesan. rapi dan kaya kaca mata mahal. mantab!. thanks too buat cairan lens cleaner-nya.
Men's Fashion,"Celana Pendek Santai Boxer Shorts Katun HOLTBY HOLT-3 HAWAII -Satuan - Biru, S",3,Negative,Sadness,"bahannya tipis dan ukuran xl nya kekecilan, terlalu sempit utk dipakai"
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,2,Negative,Sadness,kurang bagus
Muslim Fashion,Masker Hijab 3 ply | Masker Headloop Kain Polos Warna Pastel model Evo - Kubus,2,Negative,Fear,barang g smapai hilang di kurir ..uang refund
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,5,Positive,Happy,barang yg di pesan sesuai dan packing rapi
Camera,TRIPOD Camera WEIFENG WT-3110A,2,Negative,Sadness,"barangnya ringkih, gampang patah. pengunci tidak paten. bahan kurang bagus. ya mungkin sesuai sama harganya, kliatan kaya diskon padahal harga normal untuk kualitas segitu, ini yg buat g bintang 1 lah."
Phones and Tablets,"Iphone XR Garansi Resmi Ibox - Hitam, 64 New Package",4,Positive,Happy,saat unit ada masalah seller bersedia membantu mengatasi. terima kasih banyak.
