Category,Product Name,text_no_stop,Sentiment,Emotion,Customer Rating
Body Care,LOVELI SUGAR WAX | WAXING | PENCABUT BULU |FREE 5 KAIN WAX+2 SPATULA,kemasan hancurrr pecah berantakan... ga kepakai... ssmoga kedepannya safety lagi packingnya...,Negative,Fear,1
Body Care,HMNS Perfume - Farhampton 100ml,parfum datang kondisi terbungkus rapi namun saya curiga kenapa tercium aromanya sampai keluar padahal belom dibuka sama sekali kardus luarnya. begitu saya buka kardus luar ternyata kardus dalamnya basah kemudian saya buka didalamnya isi parfum tinggal sedikit sekali.. saya tidak tahu yg bermasalah oengemasan pengiriman. mohon bisa dievaluasi lagi terimakasih,Negative,Fear,1
Body Care,HMNS Perfume - Farhampton 100ml,"baunya pasaran, prtama kali pakai semua orang sekitar gue sakit kepala.. jangan trlalu expektasi tinggi... rugi kalian harga segitu..",Negative,Fear,1
Body Care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,baru pesan brg tdk sampai 20 menit kemudian mengajukan pembatalan malah ditolak. padahal sy ingin memesan ulang krn salah menggunakan metode pembayaran. pelayanan jelek sekali,Negative,Fear,1
Body Care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,jangan beli produk sini. tidak beres agen,Negative,Fear,1
Body Care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,"sdh claim percuma tidak prnggantian tgg jwb, pihak dettol blg kesalahan pengirim, byr insurance pun percuma tdk ganti jg cape deh",Negative,Fear,1
Body Care,Dettol Sabun Cuci Tangan Original 400ml Pouch x 4 Pcs,"official store bener, tapi begitu banyak komplen tentang packing, tetep masih abaikan, berhubung barang ok, masih yg mau beli, tolong para atasan perushaan ini, perhatikan bagian packingnya, jangan cuman asal packing,",Negative,Fear,2
Body Care,Kahf Revered Oud Eau de Toilette 35 ml,ketahanan wangi tidak seperti claim yg sebutkan 12jam,Negative,Fear,1
Body Care,Kahf Revered Oud Eau de Toilette 35 ml,"packaging kurang, bisa diperbaiki lagi parfum tumpah",Negative,Fear,2
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S023,mantap sesuai deskripsi. terimakasih,Positive,Happy,5
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S024,sesuai order n deskripsi,Positive,Happy,5
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S025,"balonnya cakep, gampang ditiup juga thx seller",Positive,Happy,5
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S026,pesanan sdh mendarat..kualitas barang bagus...pengiriman cepat,Positive,Happy,5
Party Supplies and Craft,BALON FOIL ASTRONOT UFO GALAXY SERIES HAPPY BIRTHDAY PESTA MURAH - B0569 UFO,terimakasih,Positive,Happy,5
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,bagus . packing aman,Positive,Happy,5
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,"bagus kotaknya, harga murah.. pengiriman cepet...",Positive,Happy,5
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,barang yg pesan sesuai packing rapi,Positive,Happy,5
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,"bagus, bisa nempel kayu",Positive,Happy,5
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,"barang ori, harga murah, seller fast response, ramah, barang cepat sampai.",Positive,Happy,5
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,"pengiriman cepat, packing aman, barang bagus sesuai deskripsi, terimakasih",Positive,Happy,5
Party Supplies and Craft,Kardus untuk keamanan packing,barang diterima sesuai pesanan,Positive,Happy,5
Party Supplies and Craft,Kardus untuk keamanan packing,"produk sesuai deskripsi, seller ramah & barang langsung dikirim",Positive,Happy,5
Party Supplies and Craft,Kardus untuk keamanan packing,"thx gan,barang sampai selamat",Positive,Happy,5
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,barang sesuai pesanan,Positive,Happy,5
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,pengiriman tepat waktu. kondisi paket barang diterima dalam kondisi baik. sudah dicoba berfungsi baik. terima kasih & sukses selalu.,Positive,Happy,5
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,sdah sampai.. brang normal sesuai deskripsi.. pengiriman cepat..,Positive,Happy,5
Party Supplies and Craft,PAKET properti foto / set aestetik photo produk / props foto SAF,mantap barang nyaa aman alhamdulillah,Positive,Happy,5
Party Supplies and Craft,PAKET properti foto / set aestetik photo produk / props foto SAF,bagus puas,Positive,Happy,5
Party Supplies and Craft,PAKET properti foto / set aestetik photo produk / props foto SAF,bagus reseller gercep bgt,Positive,Happy,5
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,pengiriman cepat barang diterima dalam kondisi baik,Positive,Happy,5
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,barang sudah sampai dg selamat..packaging rapi..3-4 hari proses pemesanan sampai tiba malang..terima kasih ??,Positive,Happy,5
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,"kualitas mantap, pengiriman sangat cepat. luar biasa..",Positive,Happy,5
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,"lilinnya bagus, tidak berbau & tahan s/d 5 jam",Positive,Happy,5
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,barang saya terima dgn baik benar tepat waktu,Positive,Happy,5
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,packing rapi. brg pesanan dlm keadaan baik,Positive,Happy,5
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,packaging rapi shg lilin datang tetap utuh response penjual cpt,Positive,Happy,5
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,"barang diterima dgn aman, respon cepat, paking rapi, waktu pengiriman cepat dr jadwal. makasih.",Positive,Happy,5
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,"mantab, lilinya sesuai makasih",Positive,Happy,5
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,"produk sesuai, respon cepat, pengiriman cepat",Positive,Happy,5
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,produk bagus. paking aman rapi. respon kirim cepat.,Positive,Happy,5
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",brg trima dgn baik n respon cepat tks,Positive,Happy,5
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm","bagus, cepat, packaging aman ??",Positive,Happy,5
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",barang sesuai terima kasih,Positive,Happy,5
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",produk sangat baik pengemasan rapi,Positive,Happy,5
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm","barang sesuai, terima kasih",Positive,Happy,5
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,mantap respon cepat bgt... cepat estimasinya,Positive,Happy,5
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,mantap barang sesuai pesanan,Positive,Happy,5
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,mantul gan u kembang api roman 8shot ssuai diskripsi nya.. pengiriman juga cpt..maaf telat ulas gan barng uda coba mantap..tks gan sukses selalu,Positive,Happy,5
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,barang'a mantap jooss,Positive,Happy,5
Party Supplies and Craft,BALON FOIL ASTRONOT UFO GALAXY SERIES HAPPY BIRTHDAY PESTA MURAH - B0569 UFO,lambat,Negative,Sadness,5
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,barang dikrm beda dgn yg pesan,Negative,Sadness,1
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,bagian sobek,Negative,Sadness,1
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,ga dikirim barangnya :(,Negative,Sadness,1
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,"brg yg diterima tidak sama dgn yg etalase toko, tipis seperti kotak nasi padang, pdhl dikira tebal krn utk kirim kado luar kota...",Negative,Sadness,2
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,gak instruksinya.. bingung jadinya,Negative,Sadness,2
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,barang tidak dalam pengiriman. malah kirim timbangan,Negative,Sadness,1
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,barang tidak dalam paket,Negative,Sadness,1
Party Supplies and Craft,Kardus untuk keamanan packing,"kardus gak dikirim, hanya packing pake plastik doank... sangat mengecewakan...",Negative,Sadness,1
Party Supplies and Craft,Kardus untuk keamanan packing,"padahal add kardus, tp gak dikasih. packingan kurir jg robek ????",Negative,Sadness,1
Party Supplies and Craft,Kardus untuk keamanan packing,"sedikit kecewa packingan kardus berbyr ternyata benar� hanya 1 kardus tdk tambahan pelindung apapun shg pesanan sy penyok juga, gmana klo tdk pki kardus berbyr mgkn pesanan sy tdk terbks sama sekali (rusak total).",Negative,Sadness,2
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,"paketnya datang cuman bungkusnya doang, barangnya sudah nda ada,",Negative,Sadness,1
Party Supplies and Craft,lilin tealight / lilin tungku aromaterapi / lilin pesta - type 303,sumbu lilin kecil. nyala susah api kecil. jelek.,Negative,Sadness,1
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,"kondisi box mika lilin sudah seperti foto lilin juga cacatnya. semestinya dibungkus pakai bubble wrap bukan hanya plastik tipis, pun plastiknya tidak dilem sama sekali. cara seller package barang harus dibenarin lagi, baik pakai kardus box daripada kardus mie instan selapis saja, untung barang dibeli tidak rusak. saya benar-benar kecewa si servis toko ini, bakal mikir berkali-kali belanja disini lagi.",Negative,Sadness,1
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,pesen tp stok habis kecewa,Negative,Sadness,1
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,"kualitas bagus, kalau pegang masih masih terasa banget seperti stiker benar setelah tes gampang terkelupas, not recomended, kualitas begini banyak yg murah",Negative,Sadness,1
Party Supplies and Craft,[GO SEND] Bubble Wrap 50m x 125cm Premium Quality,pengiriman sangat lama,Negative,Sadness,1
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,kecewa,Negative,Sadness,1
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,"barang gambar sudah saya bereskan ulang . lem balon gak . sudah dikomplain pihak tokopedia , biaya sudah kembali saya tapi tetep rasa kecewa karna penjual lagi� tidak menginformasikan ketersediaan barang saya lagi perlu banget . maaf dikasih rate segitu .",Negative,Sadness,1
Party Supplies and Craft,Lem balon / perekat balon / glue dot ballon / tempelan balon,"kecewa..!!!! orderan ga langsug proses, pdhl sudah bayar pakai gosend instan!!!",Negative,Sadness,1
Party Supplies and Craft,Bubble Wrap Packing Tambahan,katanya disuruh pakai bubblewrap utk keamanan barang... tapi tetep barangnya ga dikasih bubblewrap. padahal berbayar,Negative,Sadness,1
Party Supplies and Craft,Deli Paper Craft / Origami 400 Lembar 2 Warna Dengan Box 7481X - 150x150mm 100L,sangat kecewa...karrna keterngannya 400 lembar...,Negative,Sadness,1
Party Supplies and Craft,Maries Acrylic Colour 30ml / Cat Acrylic Maries / Cat Akrilik Maries - ROSE,"awalnya saya tanya 9 warna, semua ready, setelah bayar ( 27 jam kemudian ) baru dibilang beberapa ( 4 warna ) habis. jgn kayak gitulah, jadinya sy harus cari lagi warnanya",Negative,Sadness,1
Party Supplies and Craft,Maries Acrylic Colour 30ml / Cat Acrylic Maries / Cat Akrilik Maries - ROSE,"terlepas apapun alasan seller katanya barang sudah keluar kasir apalah dikirim katanya ,ternyata baru dikirim setelah 2 hari transaksi dilakukan,cukup kecewa pelayanan yg sprti saya butuh tugas kampus.",Negative,Sadness,1
Party Supplies and Craft,"168 pcs - pensil warna, alat tulis set crayon, coloring set, colouring - Biru",barang yg saya terima rusak...pecah tempat krayonnya...saya ngga tau kesalahan toko karna dikemasnya terlalu bersemangat bagian pengirimannya... kecewa..,Negative,Sadness,1
Party Supplies and Craft,CUSTOM FLAZZ BCA GEN 2 ATAU FLAZZ BCA GENERASI 2 SALDO 0 PRINT 1SISI - FLAZZ 2SISI,penjual teliti memberi saran kpd pembeli. hasil embossed nama berwarna putih kontras sekali jelek perpaduannya. minta nomor diembose pun sdh tercatat tapi penjual juga lalai mengkomentari shg hasilnya pun jg tdk diembosed. mengecewakan. saya ga bisa ksh foto krn nama tercetak.,Negative,Sadness,1
Party Supplies and Craft,balon latex macaron jumbo / balon doff pastel dekorasi macaron 18 inch - Biru Muda,barangnya sama sekali gak sampai. pesan juga balon hati juga beda. gak sesuai.,Negative,Sadness,1
Party Supplies and Craft,balon latex macaron jumbo / balon doff pastel dekorasi macaron 18 inch - Biru Muda,gede balonnya tidak sebesar yg iklan.,Negative,Sadness,1
Party Supplies and Craft,Balon Latex / Balon Metalik / Metalic Balloon Chrome 12inch - Lylac,padahal tanya sebelumnya sama penjualnya ga balon warna gold dama silver ? kalo mau pesen balo gold sama silvernya 10 pcs. dateng warna warni kayak gini. sebelumnya chating katanya oke hufth padahal 2 kali beli sini baru kali aku kecewa,Negative,Sadness,1
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,kecewa pelayanan toko ini. barang bermasalah disuruh tekan komplain tetapi kenyataannya ribet dibelakangnya. kapok belanja disini. barang hanya senilai 7rb tetapi minta video sampai 3x & barang tidak berfungsi masih saja menolak komplain. semoga berkah,Negative,Sadness,1
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,balonnya kecil sekali ga sesuai gambar..ga bagus kualitas..ketipu dr gambar nya..kecewa,Negative,Sadness,1
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,balon kecil bngt,Negative,Sadness,1
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,aktual barang sangat tidak sesuai harapan,Negative,Sadness,1
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,1 pc warna pink. lampunya copot.. chat complain gak dibales... kecewa sedikit,Negative,Sadness,1
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,gak nyala padahal batt baru. anak sy jd kecewa. mau ditukar jg barang cm brp ribu,Negative,Sadness,3
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,"susah payah narik balonnya biar mekar, eh bolong...",Negative,Sadness,3
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,bli 2 cuma 1 nyala kecewa,Negative,Sadness,3
Party Supplies and Craft,Stick Cup Standing Balon / Tatakan balon / Tiang Dekorasi / Gate balon,"barang gambar sudah saya bereskan ulang . tatakan balon gak . sudah dikomplain pihak tokopedia , biaya sudah kembali saya tapi tetep rasa kecewa karna penjual lagi� tidak menginformasikan ketersediaan barang saya lagi perlu banget . maaf dikasih rate segitu .",Negative,Sadness,1
Party Supplies and Craft,Stick Cup Standing Balon / Tatakan balon / Tiang Dekorasi / Gate balon,"not recomended seller ,gara2 toko .. surprise buat ultah moment yg penting hancur gitu aja, .. parahhhhh ..nyesel banget,banget belanja ditoko !!!!!!",Negative,Sadness,1
Party Supplies and Craft,Stick Cup Standing Balon / Tatakan balon / Tiang Dekorasi / Gate balon,"agak kecewa ga sesuai ekspektasi gambar yg tangkainya begitu bening nampak kuat, cuma 3 yg bener ukuran skitar 38cm, yg 4 lainya sambungan.",Negative,Sadness,2
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S023,penjual lambat respon penjual. barang lama dikirim. keburu basi balon.,Negative,Anger,1
Party Supplies and Craft,BALON FOIL ASTRONOT UFO GALAXY SERIES HAPPY BIRTHDAY PESTA MURAH - B0569 UFO,"packing tidak rapih.. balon foil kusut, tidak dilipat, hanya dikuntal-kuntal dimasukkan kedalam plastik.. kalau yg size kecil masih oke.. tp yg size besar lecek kusut.. padahal awal chat saya bilang buat dijual lg... kalau sudah lecek begini gak mungkin saya kasih orang.",Negative,Anger,1
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,"ga jelas ga instruksinya, rakitnya ginana... sepertinya juga barangnya beda sama yg saya pesan.",Negative,Anger,1
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,pengiriman lama tidak cara perakitan box susah.,Negative,Anger,2
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,"susah d bikinnya, ga ngerti, ribet... packing juga kurang... bahkan yg lecek robek kertasnya... uda",Negative,Anger,2
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,penjual gak jujur !! respon kebanyakan bot!,Negative,Anger,1
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,"beli 6 cuma dikirim 5, males complain ??",Negative,Anger,1
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,barang tidak dikirimkan ??,Negative,Anger,1
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,jelekkkk,Negative,Anger,2
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,kuat....lem lemah,Negative,Anger,3
Party Supplies and Craft,Kardus untuk keamanan packing,kardus bekas dijual. itupun masih rusak susu,Negative,Anger,1
Party Supplies and Craft,Kardus untuk keamanan packing,pengiriman sangat lama,Negative,Anger,1
Party Supplies and Craft,Kardus untuk keamanan packing,worst service!!!!!!,Negative,Anger,1
Party Supplies and Craft,Kardus untuk keamanan packing,"order minggu sampainya rabu, lambat minta ampuun, tanyain baru info kalau overload orderan, itupun baru selasa dikirim, ga konfirmasi awal kalau overload orderan. ga tanggungjawab.",Negative,Anger,1
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,ga amanah !!,Negative,Anger,1
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,pesen apa dikirim apa ????????????????????????????????????????????,Negative,Anger,1
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,warna tidak sesuai dgn permintaan,Negative,Anger,1
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,"parah, padahal note sudah kasih kalau chip bagian belakang desain kalau bisa ga logo bca/flazznya, ga diliat sama sekali kayaknya notenya hadeeeeeeeeeeeeeeeeeeeeeeh ??, penjualnya jg kaga ramah mo ngasih tau sekedar negor langsung ngomong return aja, seolah olah complaint mau direturn ganti duitnya padahal dikritik biar baik kedepannya, bukannya minta maaf salah malah sok ga butuh pembeli, sumpah kesel bgt ama penjual sombong parah",Negative,Anger,1
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,malah gak kirim yg ini...,Negative,Anger,1
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,"barang cuma 25 rebu, masa kudu video in pas unboxing. sudah menjadi tugas qc utk cek teliti, apakah barang yg dikirim sudah lengkap belum. parahhh",Negative,Anger,1
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,jelek,Negative,Anger,1
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,beli banyak 1 yg rusak mau tukar ga bisa pake belibet aturan cape deh,Negative,Anger,1
Party Supplies and Craft,Plastik Mika Kaku Bening (PET) Meteran - 0.3mm.,bolong bolong minyak2nya gitu jelek,Negative,Anger,1
Party Supplies and Craft,Plastik Mika Kaku Bening (PET) Meteran - 0.3mm.,barang ga mulus banyak bekas tekukan seperti beli sampah,Negative,Anger,1
Party Supplies and Craft,Lem balon / perekat balon / glue dot ballon / tempelan balon,"hadeh lagi, lemnya gak rata tuh double tapenya????",Negative,Anger,1
Party Supplies and Craft,Bubble Wrap,"awal checkout procecor, sama admin disuruh beli bubblewrap biar aman, yaudah checkout bubblewrap deh beli. pas paket udh dateng malah cuman bubble wrap doang wkwk, kocak toko. mana prosesor dicheckout duluan malah belum dateng lagi, hadehh",Negative,Anger,1
Party Supplies and Craft,Bubble Wrap,gajelas,Negative,Anger,1
Party Supplies and Craft,BUBBLEWRAP BENING 30CM X 50M BUBBLE WRAP PUTIH BUBLE PLASTIK BANDUNG,"pantes murah bubble wrap tipis, kirain tebel. nyesel order dimari!!",Negative,Anger,1
Party Supplies and Craft,Bubble Wrap Packing Tambahan,"minta rak tudung 4 tingkat yg bubble malah celana dalem yg dalam, baca pesannya dong.. mikir...",Negative,Anger,1
Party Supplies and Craft,Bubble Wrap Packing Tambahan,"ga guna, sebelum dilapis hrusnya dilapis kardus minimal.",Negative,Anger,2
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,ga amanah !!,Negative,Anger,1
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,pesen apa dikirim apa ????????????????????????????????????????????,Negative,Anger,1
Party Supplies and Craft,buble wrap hitam 30cm x 50meter,bahan tipis jelek,Negative,Anger,1
Party Supplies and Craft,BUBBLE / BUBLE / BABEL WRAP HITAM BENING TEBAL DKM+ - HITAM TEBAL,"roll diambil 1/4. nampak potongan sudah mencong mencong. jualan benar, jangan hanya ingin untungnya saja",Negative,Anger,1
Party Supplies and Craft,Deli Paper Craft / Origami 400 Lembar 2 Warna Dengan Box 7481X - 150x150mm 100L,servicenya buruk banget!!!,Negative,Anger,1
Party Supplies and Craft,Deli Paper Craft / Origami 400 Lembar 2 Warna Dengan Box 7481X - 150x150mm 100L,"pelayanan terburuk selama belanja tokopedia!!!! pengiriman lama sekali!!!!order tgl 31 juli, barang baru tiba tgl 6 agustus. order saya baru dikonfirmasi diproses tgl 2 agustus sedangkan estimasi barang tiba tgl 2 agustus, itupun dikonfirmasi diproses saya tanya 2x cs. pagi saya complaint cs kalau mereka tidak telat konfirmasi, proses kirim pasti order saya jg ngga akan telat, yg saya disuruh cek resi. sungguh keterlaluan!!! saya baca review �toko official� hampir semua yg kasih bad review masalah sama saya. tolong kepada manajemen �toko official deli stationary� benahin operasionalnya training lagi cs biar pinter lagi menanggapi customer. ngga usah pake embel2 �toko official� kalo pelayanannya merugikan customer!",Negative,Anger,1
Party Supplies and Craft,Deli Paper Craft / Origami 400 Lembar 2 Warna Dengan Box 7481X - 150x150mm 100L,bukan kertas origami tapi post it,Negative,Anger,1
Party Supplies and Craft,Maries Acrylic Colour 30ml / Cat Acrylic Maries / Cat Akrilik Maries - ROSE,gak jelas,Negative,Anger,1
Party Supplies and Craft,Joyko Pensil Warna Kayu Hitam Black Wood Color Pencils Hexagonal Grip - 12Warna CP-1,"beli brg sale, pengiriman via grabsend tapiii dimintain biaya parkir sm driver aneh bgt!!!!!!",Negative,Anger,1
Party Supplies and Craft,Joyko Pensil Warna Kayu Hitam Black Wood Color Pencils Hexagonal Grip - 12Warna CP-1,"penyok2 kardusnya, kayak beli pensil warna bekas",Negative,Anger,1
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S023,"sudah order yg kedua disini, packingnya rapi, lilin sama tulisan ulang tahun rentan patah dimasukkan dalam kardus ??pengirimannya juga cepat, semua barang yg dipesan lengkap kualitas bagus semua, balon2 ga yg bocor, lilin tulisan ultah juga ga yg patah. anak bungsu saya senaaaaang sekali. terima kasih banyak ??",Positive,Love,5
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S024,"bagus banget, pengiriman cepat, seller ramah, tooop",Positive,Love,5
Party Supplies and Craft,ertas Kado Harvest / Wrapping Paper Brown Craft - Leaves,bagus banget kertasnya sesuai deskripsi,Positive,Love,5
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S026,"baguss bgtttt sesuaii , btw aku bli yg s013 and s008",Positive,Love,5
Party Supplies and Craft,ertas Kado Harvest / Wrapping Paper Brown Craft - Leaves,cantiik kertas kadonya... packaging ok delivery-nya juga ok. mantab bakal langganan toko,Positive,Love,5
Party Supplies and Craft,ertas Kado Harvest / Wrapping Paper Brown Craft - Leaves,"produk ok ,sesuai pesanan,sudah langganan, pengiriman cepat, makasih store",Positive,Love,5
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,"proses cepat.........!!!!!!!!!top ....,.,... seller responsif.............................",Positive,Love,5
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,jangan lupa gaes diorder toko,Positive,Love,5
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,bagusssss bangeeettttt ????????????,Positive,Love,5
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,luar biasa mantap smuanya oke pesta saya yg sederhana sekarang rame sejak order disini terima kasih seller tokped atas kirimannya,Positive,Love,5
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,beli disini puas banyak lebihin. pngiriman cepat pokonya mantap ??,Positive,Love,5
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,mantappp,Positive,Love,5
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,"bagus balon2nya merekat dinding atap. seller responsif, langsung kirim sesuai pesanan, pagi pesen siang sampai bahkan pesanan yg dilebihin.",Positive,Love,5
