Category,Product Name,text_no_stop,Sentiment,Emotion,Customer Rating
Phones and Tablets,Remax True wireless Stereo Earbuds TWS-21 - Putih,"pelayanan gercep mantep, cuman kualitas suara kurang, tapi buat harga 100rban mah mantep",Positive,Happy,4
Animal Care,Udang Hias Merah Aquascape Red Bee Caridina,"saya sengaja selesaikan pesanan agar bisa nulis ulasan sesuai pengalaman saya belanja dintoko ini. saya sempat tamyakan via chat tentang foto asli ikan dijawab ikannya sesuai gambar etalase, saya tanya juga bukan burayak dijawab bukan. tapi faktanya.......... : non sense yg dikirim burayak",Negative,Anger,1
Toys and Hobbies,Mainan Robot Avenger 2 Thor + IronMan + Hulk + Captain America KECIL,kaki mainan robot hulk pecah/rusak. mohon dicek sblm kirim brh,Negative,Fear,1
Carpentry,Cat tembok Interior Nucolour 25 kg tidak ngapur,"tidak direkomendasikan buat tembok lama,tembok lembab, ganti warna beda warna asal, isi juga label, dijamin tidak memuaskan! harga gak pernah nipu",Negative,Fear,1
Kids and Baby Fashion,V019 Tali Strap Kalung Rantai Masker Anak motif LUCU Unik - V019-Sun MIX,"minta pink dikasi ungu, tp bagus juga",Positive,Happy,4
Kids and Baby Fashion,"Masker ANAK ANAK 3 ply isi 50pcs kids 3-14thn face mask earloop - Putih Polos, Chasa Kid",harga murah kualitas baik,Positive,Happy,4
Food and Drink,Pie Susu Dhian Bali,"pie susunya jamuran, duh parah bgt jualan",Negative,Fear,1
Sport,Speeds Door Chinning Bar / Pull UP bar Speeds / Iron Gym 013-4,knop kanan gabisa diputar,Negative,Fear,1
Gaming,Nintendo Switch Overcooked Special Ed + Overcooked 2 (Eur / English),pengiriman cepat packing sangat rapi walau hanya beli 1 item saja. rekom bgt gaes,Positive,Love,5
Phones and Tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,socket ujung kendor tidak ori,Negative,Fear,3
Camera,Kids camera Kamera Mini anak / camera anak / camera kids X2 - Merah Muda,"kameranya berfungsi, kualitas gambar tentunya sesuai harga ya, seperti kamera anak sejenis. sayangnya kabelnya kotor sekali, seperti bekas, sudah coba dibersihkan juga tidak bisa.",Positive,Happy,4
Animal Care,Makanan kucing - Bolt Repack 1kg - Bolt Ikan,"sudah dua kali belanja d tolong billy buat saya kecewa, pengirimannya lama sekali 2-3 hari. padahal hanya wilayah jakarta tidak sampai luar kota. minta tolong dong pilih kurir cepat,",Negative,Sadness,1
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,tadiinya mau pesen beda model tp g bisa kata selernya.. terpaksa pakai dah mau gmn lg,Negative,Sadness,1
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,"proses pesanan cepat. packaging aman ??. packaging rapi. hasilnya matte. aplikator mudah dipakai. thank you,beli lg ah warna lain??",Positive,Happy,5
Household,(Tabung B buka depan)Penutup mesin cuci-Cover mesin cuci bahan PEVA - Black Flower,kecil.. ndak muat mesin cuci elextrolux overal bhanya bagus anti air,Negative,Fear,3
Party Supplies and Craft,Stick Cup Standing Balon / Tatakan balon / Tiang Dekorasi / Gate balon,"not recomended seller ,gara2 toko .. surprise buat ultah moment yg penting hancur gitu aja, .. parahhhhh ..nyesel banget,banget belanja ditoko !!!!!!",Negative,Sadness,1
Men's Fashion,DOMPET KULIT PRIA WANITA PANJANG IMPORT BAELLERRY MODEL PANJANG SW002 - Hitam,trimakasih barang sudah sampai tapi sayang kulitnya cacat,Negative,Sadness,3
Muslim Fashion,Nabnib - STRIPY Ciput Rajut Premium - Taupe,bahan bagus,Positive,Happy,4
Automotive,Bubble Wrap Plastik Pembungkus Helm,jgn beli disini. seller slow response ketika masalah produk. saya beli helm ga dicek qc terlebih dahulu sblm dikirim. helm lecetnya. beli goggle osbe kacanya baret2 halus semua. masuk pusat resolusi juga ga kooperatif. selalu cek cctv yg ga jelas kapan ceknya apa yg dicek. barang akhirnya diretur. setelah sampai ga direspon2 lagi. mending baik batal dimana solusi awal saya adalah retur refund disini ga itikad baik seller. lapor cs pun cs terpaku sistem pas koar2 baru tuh cs hubungin seller. cs toped empatinya pun msh buruk. klo sekelas selebgram cepet ditanganin. giliran user biasa alasannya sistem. beberapa jam menuju transaksi mau batal baru dibatalin seller.,Negative,Fear,1
Kids and Baby Fashion,Jam Tangan Anak Pilot Perempuan Atau Laki Laki Anti Air - Putih,jamnya berfungsi normal. bahannya bagus. ukuran sesuai. nyaman dipakai lama.,Positive,Happy,4
Camera,"Helmet Front Mount Kit 3M For Xiaomi Yi,GoPro,Sjcam,B Pro","uda noted tulung cek baik baik. mungkin drivernya kali yg patahin. 1. j hook patah , 2. 3m rusak kyk keteken kucel mirip duit lama #pdhal pembelian pertama memuaskan knpa yg kedua begini #lain x tulung cek teliti lagi yah",Negative,Fear,3
Books,Komik Seri : One Piece ( Eiichiro Oda ),"komiknya yg kuning kertasnya, stok lama sepertinya",Negative,Fear,3
Body Care,Lux Hand Sanitizer Jasmine 50ml,pesen 10 dikirim 4,Negative,Fear,1
Office & Stationery,TEMPAT BROSUR / TENT HOLDER / TENT CARD AKRILIK DISPLAY 2 SISI A5,"sungguh menyedihkan. beli 7 pcs tapi barang pecah 3pcs ,sdh komplain garansi 2minggu nggak beres2",Negative,Sadness,1
Phones and Tablets,Createkat Katfit Watch Band SPO2 Tracker - Biru,barangnya gak berfungsi,Negative,Sadness,1
Gaming,The Sims 4 + ALL DLC - PC Game - DL(GoogleDrive),"flash disknya sudah sampai selamat. packingnya aman bgt, rapi, game aman bisa dimainkan. kayaknya dapet bonus game jg dalamnya. terima kasih kak! kelengkapan sesuai & gamenya seru!",Positive,Love,5
Mother and Baby,Paket 2 - Nutrilon Royal 3 Susu Pertumbuhan 1-3 Thn Vanila 800gr,"hadiah gak kirim , toko offical tapi gak amanah , kapok dah",Negative,Fear,1
Household,MINISO Tempat/ Tong Sampah Plastik Meja Mini Trash Bin Garbage - Hijau,kondisi barang agak kotor & sulit dibersihkan,Negative,Fear,2
Animal Care,Glofish Tetra / Glow in The Dark / Ikan Hias Air Tawar Aquascape - Biru,"ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!",Negative,Anger,5
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 18,"pembelian 2, awet tahan lama.. gak gampang rusak... paling beli lagi ilang ato dipinjem gak dibalikin",Positive,Love,5
Kids and Baby Fashion,Kaos Kaki Sekolah SD / Kaos Kaki Anak anak - Hitam Polos,"bahan tipis, seller ramah, ekspedisi cpt",Positive,Happy,4
Computers and Laptops,AFL Bidirectional HDMI Switcher 1-In 2-Out & 2-In 1-Out - AFU,"works fine. respon seller cepat, barang berfungsi baik. recommended.",Positive,Happy,5
Camera,"2 in 1 Portable Mini Folding Tripod for DSLR,GoPro,Xiaomi Yi","plastiknya cukup tebal, desainnya keliatan cukup kokoh. langsung dipakai utk zoom. hape stabil. mudah2an awet.",Positive,Happy,5
Computers and Laptops,Rexus GX2 Gladius Pro Gaming Gamepad - Joystick / Stick - Hitam,l2 r2 trigger ampas macam ***,Negative,Anger,1
Phones and Tablets,Earphone I Earbuds I Headset Gaming with Mic JETEX HX8 - Garansi Resmi,dapat bekerja baik nyaman kuping. bassnya mantaap.,Positive,Love,4
Animal Care,Spray Obat Kulit Scabies Demodex Jamur Kutu Anjing Kucing Hewan 100ml - Spray 60ml,uda pembelian ke2 nihh,Positive,Love,5
Animal Care,Wood Pellet / Pelet Kayu / Alas Kandang 1 kg,"pelayanannya sangat mengecewakan , padahal gojek instant , tp besoknya baru dikirim , chat balasnya lama bangett , no rekomen kl yg buru2",Negative,Sadness,1
Other Products,Busa Filter Ukuran MILD,bagus sesuai pesanan,Positive,Happy,5
Gaming,Microsoft Flight Simulator 2020 Premium Deluxe PC Original - DVD-DL120GB,"admin ditanya2 respon cpt ramah, barang cpt sampe,sampe dgn rapih.tata cara install lengkap dijelasin,sisanya dipandu.sangat sangat membantu baik adminnya,rekomended bgt. next pasti beli2 disini lg. puas bgt",Positive,Love,5
Beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,gampang dipakai. gampang dibawa-bawa. packaging aman ??.,Positive,Happy,5
Movies and Music,Phantom Power Microphone 1 Channel 48V Supply for Condenser Microphone - Tanpa Kabel,mengecewakan belanja disini. barang tidak sampai..ganti2kurir gak jelas.penjual gak koperatif..,Negative,Anger,1
Women's Fashion,"Nathalie Kaos Dalam Tanktop Wanita Camisol 1 PCS Color NTA 428 - Hitam, L",pengiriman lama sekali. respon penjual jg lambat,Negative,Sadness,2
Movies and Music,Cover keyboard yamaha black parasut anti debu/tutup keyboard - L,rapi pas banget,Positive,Happy,5
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,barangnya cukup bagus,Positive,Happy,4
Electronics,Oraimo Bundle 3pcs Kabel Data Micro USB Fast Charging Cable OCD-M29N,"kesel ama durasi pengirimannya doang, overall barangnya bagus kok",Positive,Happy,3
Animal Care,DESINFEKTAN MedLab 5 Liter antiseptik,"pengiriman cepet banget, packing aman banget.. pokoknya mantab",Positive,Happy,5
Men's Fashion,Stayhoops - Tali Masker / Strap Masker / Kalung Masker - Cyanea Strap,produk anak bangsa super keren banget desainnya!! very nice and helpful seller! terima kasiiih we love it so muuuuch!,Positive,Love,5
Camera,Helmet Front Mounting buat nge vlog mounting helm Xiaomi yi atau Gopro - Tanpa Pivot,sedikit seret kalo dipadukan produk original. pake sedikit kekuatan bisa masuk.. overall puas sekali produk. bahan finishing bagus. haturnuhun,Positive,Happy,5
Women's Fashion,"PVN Kara Sepatu Sneakers Wanita Sport Shoes Candy Pink White Blue 372 - Candy, 42","gimana bisa miring begitu? plus udh wanti2 alamat kirim kantor tutup jam 5 terus libur akhir tahun. udh ditanya udh konfirmasi katanya bisa sblm jam 5 sampe pake sameday. nyampe jam 8 malem, gw nungguin warkop depan kantor yg udh gelap. tolonglah kalo udh notice gitu pilih sameday grab/gojek jgn pake anteraja yg transit sana transit sini. kalo emg ga bisa ga usah diiyakan pas nanya jam 5 sampe apa enggak. kecewa",Negative,Fear,2
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,warna tidak sesuai dgn permintaan,Negative,Anger,1
Household,Plastik Buble Wrap - BUBBLEWRAP,barang sampai selamat cuman packing yg nambah buble tapi buble dikit banget sama kaya packing biasa,Negative,Fear,3
Electronics,Original RUIZU X50 8Gb BLUETOOTH Sport MP3 Player DAP TF FM Pedo V X02,"tidak bisa upload transfer file komputer mp3 player, padalhan sudah gonti usb cable data yg terbaik sudah update usb drive nya. ternyata harus beli external memory card, awalnya tertulis internal 4gb :(",Negative,Sadness,2
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,"kameranya jelek banget, deskripsi katanya bisa walkie talkie ternyata ga bs, response penjual sangat lambat, ga dapet sim card malah ganti kaos kaki",Negative,Anger,2
Movies and Music,Cajon / Kahon / Drumbox Mahogany dilapisi Kulit merk MAKOA,respon sangat lama sekali no recomended,Negative,Fear,2
Property,BELI 3 POHON BONUS 2 POHON platycerium ridleyi,keren. barang kirimannya seger2.,Positive,Love,5
Body Care,Lux Hand Sanitizer Jasmine 50ml,"barang sudah sampai, dipacking aman dpt hrga promo lg, thanks seller",Positive,Happy,5
Kids and Baby Fashion,Jam Tangan Anak Imo Z6 Imoo Dua Kamera Smartwatch Anak Imo Imoo Kidz - Biru Muda,"jam tangan rusak, ga bisa dipakai sampai rumah. anak sy menangis kecewa",Negative,Sadness,1
Food and Drink,Marumiya Rice Topping Furikake Abon Tabur Jepang - GOMASHIO 45gr,"terbaik sihhh iniii.. pesanan ny superr cpt sampe nya.. d proses ny cpt bgtttt.. br psen hr itu, bsk ny ud sampe lagi ?? pengemasan amann bgt juga ya.. ???? thx seller & kurir ????",Positive,Love,5
Men's Fashion,"baju tidur pria pp piyama pajamas import dewasa - kotak 1, XXXL","mantap proses pengemasan pengirimannya cepat, produknya juga nyaman bahannya...",Positive,Happy,5
Animal Care,Cupang Hias Halfmoon Male / Betta Fish Halfmoon - Random,cupang tidak sesuai gambar,Negative,Sadness,1
Party Supplies and Craft,Balon LED RGB LENGKAP 2/BOBO LED/Balon Lampu Tumblr 3 MODE + Gagang,balon kecil bngt,Negative,Sadness,1
Women's Fashion,Daster Wanita Kekinian Adem - Warna Random,"paket cepat sampai, bagus, danrapih, trimakasih kakak.warnanya bagus ??. ukuran sesuai. jahitannya rapi.",Positive,Happy,4
Men's Fashion,jam tangan Biden fashion pria analog pita jala bisnis - Putih,"jamnya biasa aja, saya tidak tahu kenapa bisa harga awalnya sejutaan. mungkin teknik marketingnya seperti itu.",Negative,Anger,2
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper","pembelian kedua, tapi kali kecewa banget. segelnya sudah terbuka, maskernya crumpled, beli yg hitam ga keliatan apakah beneran masker baru bukan/sudah kotor :(",Negative,Sadness,3
Carpentry,Charger Aki Portable 12V/2A Mobil | Motor,solusi mogok dijalan. produknya recommended berkualitas!. senang banget home servicenya!. senang banget bisa pasangin bengkelnya.,Positive,Love,5
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,tadiinya mau pesen beda model tp g bisa kata selernya.. terpaksa pakai dah mau gmn lg,Negative,Sadness,1
Mother and Baby,MOOIMOM Breathable Hipseat Carrier Gendongan Bayi - Navy Blue,paraahh bgt box hipseat tdk sesuai dgn yg saya pesan. box rusak banget padahal kemasan luar rapih. berarti box sdh rusak sblm dikirim tapi maksa dikirim cust. bahan agak kasar ga lembut. saya khawatir gak ori. walopun lg promo tp tolong diberesin dong pengemasan nya. masa salah box gimana sih.,Negative,Fear,1
Computers and Laptops,"Logitech Bluetooth Keyboard K380 , K 380 , K-380 - Hitam",mantap barangnya cepet sampai enak digunainnya!,Positive,Happy,5
Body Care,Folti baffi cream wajah penumbuh jenggot jambang kumis pria sdh BPOM,"pengiriman cepet bgt, dapat bonus pouch, packing rapi sangat memuaskan, lanjutkan kak pelayanan baiknya kalo bisa tingkatkan. terima kasih.",Positive,Love,5
Automotive,"Rat Repellent Spray (Pengusir Tikus, Pembasmi tikus Ampuh) - 250ml",bohong. sama sekali tidak manjur.,Negative,Anger,1
Carpentry,PYLOX BASIC / CAT SEMPROT PYLOX BASIC / PILOX BASIC 300CC,"minta warna putih, yg dikirim bening. ngasal bae, mata lo sowek!",Negative,Anger,1
Body Care,Lifebuoy Shampo Anti Ketombe Anti Dandruff Milknutristrong 900Ml,pihak ekspedisi antaraja payah lama sekali?,Negative,Anger,1
Mother and Baby,PAKET INTIME Baby Bath Tub / Bak Mandi Bayi + POMPA - Biru Muda,pelayanan tokonya sampah..,Negative,Anger,1
Food and Drink,Keripik tempe 200 gram,"keripik tempe hancur n agak bau tengik, ga kemakan",Negative,Anger,1
Women's Fashion,"PVN Kara Sepatu Sneakers Wanita Sport Shoes Candy Pink White Blue 372 - Candy, 37",sepatunya enteng. solnya empuk. nyaman dipakai. ukurannya sesuai. desainnya sporty ??. proses pesanan cepat. warnanya cantik. packaging aman ??.,Positive,Happy,5
Animal Care,Obat Kucing CAT and FIT X1 Ultimate Untuk Kutu Jamur Scabies Cacing,beli obat diikrim dus kosong maksdya apaan nh mau tipu konsumen apa masdya,Negative,Anger,1
Computers and Laptops,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",mantap proses pengerjaan pengiriman juga barang sesuai deskripsi,Positive,Happy,5
Muslim Fashion,Hijab Wanita Plain Scarf Voal Diario x Nagita Slavina - Misty jade,"kecewa sih. padahal beli mau buat dikasih orang. tapi malah ga dapet boxnya. sebelumnya pernah beli diario x nagita slavina juga, tapi dapet box. kirain beli pas sale tokopedia akan dapat boxnya juga. ternyata malah ga dapet.",Negative,Sadness,3
Computers and Laptops,Rexus Mouse Wireless Gaming Avenger 110 - Perak,ngaco banget pesen mouse tapi gak lengkap. gak penutup batre sama bluetoothnya,Negative,Anger,1
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S023,mantap sesuai deskripsi. terimakasih,Positive,Happy,5
Women's Fashion,Daster Polos Ruffle / Daster remple Rayon - Mint,ringan dipakai. ukuran sesuai. bahan menyerap. menerawang in mah . sesuai harga,Positive,Happy,4
Kitchen,SANEX KOMPOR PORTABLE / PAKET GAS PORTABLE HI-COOK 230 GRAM (1 TUNGKU) - Merah,"packing sangat kacau, hanya bubble wrap tipis sehingga koper rusak",Negative,Sadness,2
Automotive,"Parfum Mobil, Vania Coffee, Aroma Kopi, Parfum Gantung, bukan bali - black gold",pesanan tidak sesuai. mmg sperti adminnya saja yg krg jeli trhadap jenis parfum yg dipesan.,Negative,Fear,1
Sport,Speeds Door Chinning Bar / Pull UP bar Speeds / Iron Gym 013-4,"besi disalah satu sisi gak bisa diatur panjang pendeknya sudah dol alat gak bisa digunakan, mengecewakan sekali",Negative,Fear,1
Household,MINISO Tempat/ Tong Sampah Plastik Meja Mini Trash Bin Garbage - Hijau,kondisi barang agak kotor & sulit dibersihkan,Negative,Fear,2
Gaming,Microsoft Flight Simulator 2020 Premium Deluxe PC Original - DVD-DL120GB,"admin ditanya2 respon cpt ramah, barang cpt sampe,sampe dgn rapih.tata cara install lengkap dijelasin,sisanya dipandu.sangat sangat membantu baik adminnya,rekomended bgt. next pasti beli2 disini lg. puas bgt",Positive,Love,5
Household,PCK-01 Penjepit Barang / Pickup Tool Ver.1 Alat Capit Pemungut Sampah,"harga bersaing, barang sesuai pesanan. saya nambah extra packing kardus bubble wrap supaya barang aman benar sampai selamat alhamdulillaah.. saya sengaja beli tujuan mungut sampah puntung rokok saya tanyakan seller apakah bisa, kemudian seller menjawab bisa. setelah sampai saya tes berhasil bisa mungut sampah puntung rokok. memakainya mudah, hanya saja lumayan juga ternyata beratnya kalo sudah lama megangnya pegel juga hehe.. anyways, terima kasih seller :)",Positive,Love,5
Household,Rak Sepatu Amazing Multifungsi Shoes Rack & Gantungan Hijab - HITAM - Putih,"raknya letoy bgt. kalo naro sepatu 6 pasang takut roboh. kirain kuat, ternyata letoy bgt",Negative,Fear,2
Camera,Waterproof Case Tishu-Casing Hp Anti Air - Indoshare Hitam,"sering beli banyak bahkan. tapi yg sekarang sangat kecewa sekali satu yg gagal,depan belakang sama.sayangnya ketika ditanya malah disuruh nunggu. tapi tidak jawaban sampai sekarang. tau gitu komplain",Negative,Anger,1
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,pda pecah lilin y pekejing y ga aman,Negative,Fear,1
Health,Stella Parfum'ist Smart Matic Caffe Latte,"barang yg dikirim ga remote nya, ga lg belanja disini, toko teliti�",Negative,Anger,1
Muslim Fashion,Bella Square Hijab Segiempat Part 6,"saya pesan warna mustard tapi tidak sesuai,",Negative,Fear,1
Men's Fashion,"Polos - Classic Pajamas / Set Piyama Lengan Panjang Pria Dewasa Katun - Oregano, XL muat +-90 kg",bahan panas kegedean banget gak sesuai berat negativean yg d estimasikan,Negative,Sadness,2
Automotive,Glade Diamond Aqua Reg 80ml,sangat kecewa..barang rejectan jual..pelayanan sangat buruk..kya ga butuh uang..respon buruk parah.kalo barang ga bisa konfirmasi dlu..gak asal kirim yg dibeli apa yg dikirim apa,Negative,Sadness,1
Kids and Baby Fashion,SK-C19 Ikat Rambut Karet Pita Anak 18 in 1 Jepit Rambut Anak Aksesoris - Pink Tua,jepitan bagus2 canti anakku suka,Positive,Love,4
Carpentry,Kepala Portable Gas Torch Flame Gun Las Blow Torch Pematik Gas.,"mantab. berfungsi mantab, proses pengiriman cepat. top",Positive,Love,5
Movies and Music,Mic Karaoke Mikrofon Wireless Bluetooth WSTER WS 858 WS-858 Mic Smule - Hitam,"harga, kualitas, barang sesuai... terima kasih seller, sukses tokopedia...",Positive,Happy,5
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,penjual gak jujur !! respon kebanyakan bot!,Negative,Anger,1
Party Supplies and Craft,Joyko Pensil Warna Kayu Hitam Black Wood Color Pencils Hexagonal Grip - 12Warna CP-1,"beli brg sale, pengiriman via grabsend tapiii dimintain biaya parkir sm driver aneh bgt!!!!!!",Negative,Anger,1
Kitchen,Timbangan Digital 10kg Commercial Kitchen Scale Premium Quality - Silver,baru dipakai 2 kali dah metong,Negative,Sadness,2
Other Products,pewarna sepatu canvas suede paint alus shoes - Biru,mantap...pengiriman sangat cepat ....produk aman ..,Positive,Happy,5
Electronics,speaker al quran 16 gb Radio digital am fm sw radio rodja,sesuai deskripsi penjua. sudah dites fungsi beberapa fiturnya berjalan dg baik. kualitas suara tidak mengecewakan. harga yg cukup menarik itupun masih diberi bonus kecil. recomend jd best seller in toped!,Positive,Love,5
Office & Stationery,"Double tape 3M VHB 24mm x 4,5mtr - Lem 3M - Double tape 3m - 24mm X4,5mtr","bukan 3m asli mengecewakan ,udah beli 10 tp gini",Negative,Sadness,1
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,"respon cellernya setengah mati nungguinnnn....pengiriman nunggu berhari hari padahal pake pengiriman instan dah bayar ongkir mahal celler sama pembeli tinggla jakarta utara g arekomen buat pembeli lagi cari lain...,,dari emosi nungguin",Negative,Fear,1
Computers and Laptops,Huion H430P Graphic Drawing Tablet OSU Alternati H420 H640P HS64 S640 - Tablet,"luar biasa, packing jamin aman, pakai bubblewrap. cepet banget prosesnya. senin malam cekout, paginya kirim, hari rabu sore sampai. sangat cepat. sangat puas. terimakasih, sukses selalu yah tech cube",Positive,Love,5
Sport,Speed Swift Skipping Jump Rope - Hitam,bru dipakai 4 kali alat sudah rusak. penjual tdak bsa menganti,Negative,Sadness,1
Beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),ko ga membantu dalam masalah jerawat .malah nambah banyak,Negative,Sadness,1
Phones and Tablets,"KABEL DATA LED BASEUS HALO FAST CHARGING IPHONE/MICRO USB/TYPE-C 1M - Hitam, TYPE C",belum seminggu ga fungsi,Negative,Sadness,2
Electronics,Kulkas 1 Pintu Sanyo Aqua D190. Dark Silver. New Colour,"awalnya coba2 beli merk tapi ternyata kulkasnya ga bagus, saat proses pendinginan kompressornya suranya keras berisik sumpah ganggu banget",Negative,Anger,2
Animal Care,Spray Penghilang Bau Kencing Kucing Anjing - Aroma Lavender,"pengiriman cepat, packing aman ,suka sm produknya,trimakasih",Positive,Happy,5
Computers and Laptops,Logitech M191 Mouse Wireless Full Size - Mid Grey,"respon cellernya setengah mati nungguinnnn....pengiriman nunggu berhari hari padahal pake pengiriman instan dah bayar ongkir mahal celler sama pembeli tinggla jakarta utara g arekomen buat pembeli lagi cari lain...,,dari emosi nungguin",Negative,Fear,1
Toys and Hobbies,Jingpindangong Ketapel Aluminium - Camouflage - Cokelat,no good !!! tidak puassss,Negative,Anger,1
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,"bagus balon2nya merekat dinding atap. seller responsif, langsung kirim sesuai pesanan, pagi pesen siang sampai bahkan pesanan yg dilebihin.",Positive,Love,5
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,"penipuan! barang yg dikirim hvs f4, saya baru sadar setelah pesanan selesai tidak bisa ajukan komplain. hati-hati penjual teman-teman yg mau pesan, baik toko lain saja. thx",Negative,Fear,1
Electronics,Ecovacs DEEBOT T9 + Auto Empty Station Robot Vacuum Cleaner Sapu Pel - T9 AES Grey,"barang kirim tanpa bubble pdhl sdh info kalau mendung gelap bahkan gerimis kecil,tp tetap kirim tanpa lapis apa pun. dus kalau kena air bkl robel tembus.",Negative,Fear,3
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,"penjual ramah, barangnya bagus, sesuai dgn pesanan, packing rapi, padahal cmn pesan 1 ??????????....",Positive,Love,5
Muslim Fashion,HIJAB VOAL |VOAL ULTRAFINE | LUNA VOAL YOUTHSCARF (basic colour) - LV-DENIM,gk plat besinya...cm label merk bahan,Negative,Fear,2
Computers and Laptops,"AONEZ Meja komputer lipat multifungsi, meja komputer portabel - B","gak bener nih, harusnya dateng tuh meja utuh, malah baut2 gak terpasang, baut2nya kecil banget... mau dilem ?? ngaco ****** !",Negative,Anger,1
Carpentry,Gunter Sarung Tangan Pelindung Hitam / Sarung Tangan Safety - S,kenapa pesan ukuran xl dikasihnya s !!!,Negative,Anger,1
Automotive,SEPASANG Lampu Tembak Sorot 6 Mata LED Spion Motor 6 Watt 12Volt,"lampu mengecewakan, tdak nyala semua",Negative,Fear,1
Movies and Music,Suling YAMAHA YRS-23 Original / Seruling Yamaha,"respon cepat, kiriman cepat, barang sesuai, recommended seller",Positive,Love,5
Muslim Fashion,Mukena Dewasa Parasit Polos Premium Traveling - Salem,tipis.kecil,Negative,Sadness,2
Gaming,CONVERTER KONVERTER USB DOUBLE STICK PS2 KE PS5,"pengiriman cepat, berfungsi tapi harus dikaretin klo ngga longgar ngga bisa pake",Negative,Fear,2
Toys and Hobbies,"500 butir bola gotri 8mm ketapel bola besi - 8mm, 500 butir",produk mantapp????,Positive,Happy,5
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,mantap respon cepat bgt... cepat estimasinya,Positive,Happy,5
Muslim Fashion,"sarung instan anak laki laki usia 10-13 tahun - Pilih Motif, Size M",sesuai pesanan,Positive,Happy,5
Men's Fashion,EIGER FLECKEN LANDSCAPE WALLET - Black,"barang sampai selamat, cakep juga modelnya, tidak pernah kecewa produk eiger",Positive,Happy,5
Muslim Fashion,Hijab VOAL Segiempat Premium - Emikoawa Jilbab Kerudung Terbaru Korea - capucino,jilbabya lecek banyak benang jahitan,Negative,Anger,1
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",bagus suka 2 x pesen sini ketagihan bahan alus .,Positive,Happy,5
Phones and Tablets,"Premium Quality Layar LCD iPhone 5 5G 5S & Touchscreen. Ori Original - Hitam, iPhone 14","saya dikasih lcd rusak, touch gak bisa, layar awal awal oke tapi dua hari kemudian, 3 garis horizontal tengah layar, besok hari layar shadow, akhirnya saya pake lcd yg lama, penjual banyak alasan, saya sbg pembeli malah disalahkan pemasangan. jangan beli disini cukup saya korban ??????",Negative,Anger,1
Movies and Music,SOUNDTECH 2.1 USB Condenser Microphone Cardioid and Omnidirect for PC,"barang dipesan sesuai, datang selamat",Positive,Happy,5
Health,Blackmores Bio C 1000mg (90),pengiriman lama. padahal butuh urgent,Negative,Anger,2
Other Products,SNEAKERS DEPT ADDITIONAL DOUBLE BOX,percuma pakai box extended... kardus unitnya tetap penyot kecewa lah... kasih bobble warp kek...??????,Negative,Sadness,1
Food and Drink,ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free,"janjinya dapat 3 kaleng kecil 1 kaleng besar tapi yg datang adalah 4 kaleng kecil , kecewa bangetttt",Negative,Sadness,1
Animal Care,Pet Cargo tas travel tenteng hewan kucing anjing kelinci ayam - Biru Muda,packing sangat aman..ada kardus bubble barang sampai selamat..dikasih bonus tempat mkn pula..makasiihhhhhh,Positive,Happy,5
Men's Fashion,Woodbags Sling Bag Mores - Hitam Kuning,baru pake 5 hr ud robek ??,Negative,Sadness,2
