Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,text_len,text_norm,text_no_stop
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,Keren banget pelayanannya. Cuman beli lilin ajah servicenya bagus dan super cepat. Pesan pagi eeeh siang dah tiba!,Positive,Love,18,keren banget pelayanannya. cuman beli lilin ajah servicenya bagus dan super cepat. pesan pagi eeeh siang dah tiba!,keren banget pelayanannya. cuman beli lilin ajah servicenya bagus super cepat. pesan pagi eeeh siang dah tiba!
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,cuco meong pokoknya????????,Positive,Love,3,cuco meong pokoknya????????,cuco meong pokoknya????????
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,Top Bgt ????????????????????????????????????????????,Positive,Love,3,top bgt ????????????????????????????????????????????,top bgt ????????????????????????????????????????????
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,"bagus banget lilinnya,kata kakak ini lilinnya sultan",Positive,Love,7,"bagus banget lilinnya,kata kakak ini lilinnya sultan","bagus banget lilinnya,kata kakak lilinnya sultan"
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,Puas banget!!! Sellernya fast respon banget. Alhamdulillah butuh lilin hari ini juga dikirim hari yg sama. Nanti anak ku ultah beli perlengkapannga disini InsyaAllah,Positive,Love,24,puas banget!!! sellernya fast respon banget. alhamdulillah butuh lilin hari ini juga dikirim hari yg sama. nanti anak ku ultah beli perlengkapannga disini insyaallah,puas banget!!! sellernya fast respon banget. alhamdulillah butuh lilin hari juga dikirim hari yg sama. nanti anak ku ultah beli perlengkapannga disini insyaallah
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,"TERIMAKASIH BANYAK UNTUK TOKO INI... saya kelupaan beli lilin ultah... jadi baru hari H-1 acara... syukur Puji Tuhan lilin bisa sampai tepat waktu, padahal dikirim keluar kota....",Positive,Love,27,"terimakasih banyak untuk toko ini... saya kelupaan beli lilin ultah... jadi baru hari h-1 acara... syukur puji tuhan lilin bisa sampai tepat waktu, padahal dikirim keluar kota....","terimakasih banyak toko ini... saya kelupaan beli lilin ultah... baru hari h-1 acara... syukur puji tuhan lilin bisa sampai tepat waktu, padahal dikirim keluar kota...."
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,5,"Wow designnya bagus banget! ?????? pengiriman cepat, kualitas bagussss banget! Bisa di scan juga dan ini beneran mirip kartu uno asli ?? mudah2an ga ketukar ya ?? kayaknya bakal repeat order pakai design lain deh ???? thanks seller!",Positive,Love,38,"wow designnya bagus banget! ?????? pengiriman cepat, kualitas bagussss banget! bisa di scan juga dan ini beneran mirip kartu uno asli ?? mudah2an ga ketukar ya ?? kayaknya bakal repeat order pakai design lain deh ???? thanks seller!","wow designnya bagus banget! ?????? pengiriman cepat, kualitas bagussss banget! bisa scan juga beneran mirip kartu uno asli ?? mudah2an ga ketukar ?? kayaknya bakal repeat order pakai design lain deh ???? thanks seller!"
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,5,"Cakep bangetttt, mulus, sesuai ekspektasi.. Thank you ya",Positive,Love,8,"cakep bangetttt, mulus, sesuai ekspektasi.. thank you ya","cakep bangetttt, mulus, sesuai ekspektasi.. thank you"
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,"penjual ok, barang nya bagus, dan kurirnya pun juara. mantap deh. sukses terus ya kaaa",Positive,Love,15,"penjual ok, barang nya bagus, dan kurirnya pun juara. mantap deh. sukses terus ya kaaa","penjual ok, barang bagus, kurirnya pun juara. mantap deh. sukses terus kaaa"
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,5,"mantap paket sudah sampai,makasih ya gan.sukses selalu gan ??????????",Positive,Love,9,"mantap paket sudah sampai,makasih ya gan.sukses selalu gan ??????????","mantap paket sudah sampai,makasih gan.sukses selalu gan ??????????"
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,5,"bagusss banget gambarnya, sudah dicoba topup dr NFC handphone juga bisa, thanks seller",Positive,Love,13,"bagusss banget gambarnya, sudah dicoba topup dr nfc handphone juga bisa, thanks seller","bagusss banget gambarnya, sudah dicoba topup dr nfc handphone juga bisa, thanks seller"
Party Supplies and Craft,Rantai biji lada rante biji lada kerajinan tangan - silver,Jakarta Barat,750,5.0,41800,157,5,Barang sudah sampai dengan selamat Barang sesuai dengan deskripsi produk Packing oke Recommended seller!!!,Positive,Love,14,barang sudah sampai dengan selamat barang sesuai dengan deskripsi produk packing oke recommended seller!!!,barang sudah sampai selamat barang sesuai deskripsi produk packing oke recommended seller!!!
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,"Mantap jiwo, Thx Gan product sudah saya terima dengan baik ...sukses slalu",Positive,Love,12,"mantap jiwo, thx gan product sudah saya terima dengan baik ...sukses slalu","mantap jiwo, thx gan product sudah saya terima baik ...sukses slalu"
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,1,"Seller Tidak jujur. saya beli 2 macam barang, salah satu stok kosong tp tidak diinfokan. Tapi lgsg kirim yg satunya. pdhl sudah nunggu2. pikir penyelesaian gampang ya, buyer bisa tinggal minta refund. tapi saya rugi waktu dan ongkir.",Negative,Fear,38,"seller tidak jujur. saya beli 2 macam barang, salah satu stok kosong tp tidak diinfokan. tapi lgsg kirim yg satunya. pdhl sudah nunggu2. pikir penyelesaian gampang ya, buyer bisa tinggal minta refund. tapi saya rugi waktu dan ongkir.","seller tidak jujur. saya beli 2 macam barang, salah satu stok kosong tp tidak diinfokan. tapi lgsg kirim yg satunya. pdhl sudah nunggu2. pikir penyelesaian gampang ya, buyer bisa tinggal minta refund. tapi saya rugi waktu ongkir."
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,1,"barang tidak sesuai gambar, kualitas seperti harganya, murahan. kapok belanja disini lagi.",Negative,Fear,12,"barang tidak sesuai gambar, kualitas seperti harganya, murahan. kapok belanja disini lagi.","barang tidak sesuai gambar, kualitas seperti harganya, murahan. kapok belanja disini lagi."
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,Jakarta Utara,499,4.8,9969,794,3,"Mentang2 beli 1 buat ngepasin uang kenapa dikasih nya dlm kondisi bekas ya? Ga ada perekat sama sekali dan ada bekas lekukan juga. Iya murah, cuman harus profesional dong jualannya..",Negative,Fear,30,"mentang2 beli 1 buat ngepasin uang kenapa dikasih nya dlm kondisi bekas ya? ga ada perekat sama sekali dan ada bekas lekukan juga. iya murah, cuman harus profesional dong jualannya..","mentang2 beli 1 buat ngepasin uang kenapa dikasih dlm kondisi bekas ya? ga perekat sama sekali bekas lekukan juga. iya murah, cuman harus profesional dong jualannya.."
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,1,"ini toko gak jujur banget, di Ket di suruh pakai kardus biar pengirimannya aman katanya, sekali AQ include dgn kardus, ttp aja rusak atas bawahnya jebol trus yg anehnya lagi kode uniknya TDK bs di masukkan ke akun AQ, kayak udh pernah di masukkan ke akun lain, ini toko gak jujur banget ya dan kondisi kotak susu bagus n utuh dan tidak penyok...",Negative,Fear,63,"ini toko gak jujur banget, di ket di suruh pakai kardus biar pengirimannya aman katanya, sekali aq include dgn kardus, ttp aja rusak atas bawahnya jebol trus yg anehnya lagi kode uniknya tdk bs di masukkan ke akun aq, kayak udh pernah di masukkan ke akun lain, ini toko gak jujur banget ya dan kondisi kotak susu bagus n utuh dan tidak penyok...","toko gak jujur banget, ket suruh pakai kardus biar pengirimannya aman katanya, sekali aq include dgn kardus, ttp rusak atas bawahnya jebol trus yg anehnya lagi kode uniknya tdk bs masukkan akun aq, kayak udh pernah masukkan akun lain, toko gak jujur banget kondisi kotak susu bagus n utuh tidak penyok..."
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,1,Untuk toko berstatus OFFICIAL STORE toko ini tidak profesional... saya chatt ketersediaan barang tanggal 10 desember jam 2 pagi dan di jawab oleh admin barang ready jam 8 pagi. seketika saya Toko anda tidak akan melayani buyer yang memberi rating jelek sementara toko anda sendiri tidak proferional...order... ternyata sampai sore barang tidak di kirim dan baru tanggal 11 desember jam 10 siang di info kalau barang kosong.. order saya baru di kirim tanggal 12 desember.. anda menyarankan order packing tambahan demi keamanan saat pengiriman dan itu sudah saya penuhi... padhal di toko lain tanpa ada biaya tambahan packing sudah menggunakan kardus itupun harganya barangnya lebih murah... sebagai buyer saya cukup sekali ini saja transaksi di toko ini... terima kasih....,Negative,Fear,119,untuk toko berstatus official store toko ini tidak profesional... saya chatt ketersediaan barang tanggal 10 desember jam 2 pagi dan di jawab oleh admin barang ready jam 8 pagi. seketika saya toko anda tidak akan melayani buyer yang memberi rating jelek sementara toko anda sendiri tidak proferional...order... ternyata sampai sore barang tidak di kirim dan baru tanggal 11 desember jam 10 siang di info kalau barang kosong.. order saya baru di kirim tanggal 12 desember.. anda menyarankan order packing tambahan demi keamanan saat pengiriman dan itu sudah saya penuhi... padhal di toko lain tanpa ada biaya tambahan packing sudah menggunakan kardus itupun harganya barangnya lebih murah... sebagai buyer saya cukup sekali ini saja transaksi di toko ini... terima kasih....,toko berstatus official store toko tidak profesional... saya chatt ketersediaan barang tanggal 10 desember jam 2 pagi jawab admin barang ready jam 8 pagi. seketika saya toko anda tidak akan melayani buyer memberi rating jelek sementara toko anda sendiri tidak proferional...order... ternyata sampai sore barang tidak kirim baru tanggal 11 desember jam 10 siang info kalau barang kosong.. order saya baru kirim tanggal 12 desember.. anda menyarankan order packing tambahan demi keamanan saat pengiriman sudah saya penuhi... padhal toko lain tanpa biaya tambahan packing sudah menggunakan kardus itupun harganya barangnya murah... buyer saya cukup sekali saja transaksi toko ini... terima kasih....
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Jakarta Utara,15999,4.8,3491,875,1,"Kesan pertama gak baik..parkiran gojek menjadi tanggung jawab Pembeli..kapok ah, beli ditoko ini lagi.semoga lancar aja bos.",Negative,Fear,17,"kesan pertama gak baik..parkiran gojek menjadi tanggung jawab pembeli..kapok ah, beli ditoko ini lagi.semoga lancar aja bos.","kesan pertama gak baik..parkiran gojek menjadi tanggung jawab pembeli..kapok ah, beli ditoko lagi.semoga lancar bos."
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,1,bolong coy... packing parah bgttttt.. lakban semua jadi robek2 ketika dicabut,Negative,Fear,11,bolong coy... packing parah bgttttt.. lakban semua jadi robek2 ketika dicabut,bolong coy... packing parah bgttttt.. lakban semua robek2 ketika dicabut
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,1,gampang lepas dan tidak nempel,Negative,Fear,5,gampang lepas dan tidak nempel,gampang lepas tidak nempel
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,1,"Admin toko ini tdk punya sopan santun, bukannya cari solusi msalah, ini malah emosional dan hina pembeli. , gk pnya etika dan gk sekolah x, ,",Negative,Fear,26,"admin toko ini tdk punya sopan santun, bukannya cari solusi msalah, ini malah emosional dan hina pembeli. , gk pnya etika dan gk sekolah x, ,","admin toko tdk punya sopan santun, bukannya cari solusi msalah, malah emosional hina pembeli. , gk pnya etika gk sekolah x, ,"
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,1,Kapok saya beli kembang api di toko ini bilang nya,Negative,Fear,10,kapok saya beli kembang api di toko ini bilang nya,kapok saya beli kembang api toko bilang
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,1,jumbo ternyata Setelah di buka ukuran nya cuma setengah kardusnya.. ????????????????????,Negative,Fear,11,jumbo ternyata setelah di buka ukuran nya cuma setengah kardusnya.. ????????????????????,jumbo ternyata setelah buka ukuran cuma setengah kardusnya.. ????????????????????
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,"Penjualnya sama sekali tidak komunikatif, barang kosong diganti barang lain tanpa konfirmasi terlebih dahulu ke pembeli. Next time kalau jualan, pelayanannya lebih ditingkatkan lg mbak / mas, informasiin ke pembeli dulu kalo barang kosong, jgn seenak udel main ganti2 barang, ntr situ yg ribet dan rugi sendiri balik2in barang, ganti ongkirnya yakhan.",Negative,Fear,52,"penjualnya sama sekali tidak komunikatif, barang kosong diganti barang lain tanpa konfirmasi terlebih dahulu ke pembeli. next time kalau jualan, pelayanannya lebih ditingkatkan lg mbak / mas, informasiin ke pembeli dulu kalo barang kosong, jgn seenak udel main ganti2 barang, ntr situ yg ribet dan rugi sendiri balik2in barang, ganti ongkirnya yakhan.","penjualnya sama sekali tidak komunikatif, barang kosong diganti barang lain tanpa konfirmasi terlebih dahulu pembeli. next time kalau jualan, pelayanannya ditingkatkan lg mbak / mas, informasiin pembeli dulu kalo barang kosong, jgn seenak udel main ganti2 barang, ntr situ yg ribet rugi sendiri balik2in barang, ganti ongkirnya yakhan."
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,"Selller aneh ditanya katanya uda berangkat tp tokped ga update, ternyata sepertinya memang gagal pick up, tp ga bilang yang jujur kalo paket belum dipick up malah bilangnya sudah berangkat",Negative,Fear,30,"selller aneh ditanya katanya uda berangkat tp tokped ga update, ternyata sepertinya memang gagal pick up, tp ga bilang yang jujur kalo paket belum dipick up malah bilangnya sudah berangkat","selller aneh ditanya katanya uda berangkat tp tokped ga update, ternyata sepertinya memang gagal pick up, tp ga bilang jujur kalo paket belum dipick up malah bilangnya sudah berangkat"
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,toko ini gimana mau pakai 5 9 di kasih 99 udah mau mati kali 99 jg bener jualan,Negative,Fear,18,toko ini gimana mau pakai 5 9 di kasih 99 udah mau mati kali 99 jg bener jualan,toko gimana mau pakai 5 9 kasih 99 mau mati kali 99 jg bener jualan
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,Produk tdk ada dalam paket,Negative,Fear,5,produk tdk ada dalam paket,produk tdk dalam paket
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,"Sy pesan lilin yg angka 1 dan 6 . Tpi di kirim nya angka 7 . Angka 6 nya sdh benar , pdhl wkt beli sy sdh jlalasin sy mau yg angka 1 dan 6 . Sy tdk bs kirim foto nya krn sy udh buang brng nya krn tdk bs di pakai . Sy udh tunggu brp hr , tau2 smp brng nya dan di buka yg di kirim lain sm yg di beli . Sy cmn pesan utk ke Dpn nya blajarlah yg Teliti sebelum brng di kirim .",Negative,Fear,91,"sy pesan lilin yg angka 1 dan 6 . tpi di kirim nya angka 7 . angka 6 nya sdh benar , pdhl wkt beli sy sdh jlalasin sy mau yg angka 1 dan 6 . sy tdk bs kirim foto nya krn sy udh buang brng nya krn tdk bs di pakai . sy udh tunggu brp hr , tau2 smp brng nya dan di buka yg di kirim lain sm yg di beli . sy cmn pesan utk ke dpn nya blajarlah yg teliti sebelum brng di kirim .","sy pesan lilin yg angka 1 6 . tpi kirim angka 7 . angka 6 sdh benar , pdhl wkt beli sy sdh jlalasin sy mau yg angka 1 6 . sy tdk bs kirim foto krn sy udh buang brng krn tdk bs pakai . sy udh tunggu brp hr , tau2 smp brng buka yg kirim lain sm yg beli . sy cmn pesan utk dpn blajarlah yg teliti sebelum brng kirim ."
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,ga sesuai ama yg di fhoto pas nyampe lilunnya kecil. buanged ukurannya,Negative,Fear,12,ga sesuai ama yg di fhoto pas nyampe lilunnya kecil. buanged ukurannya,ga sesuai ama yg fhoto pas nyampe lilunnya kecil. buanged ukurannya
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,pda pecah lilin y pekejing y ga aman,Negative,Fear,8,pda pecah lilin y pekejing y ga aman,pda pecah lilin y pekejing y ga aman
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,"pesen lilin 65 malah dikasih 95, mo dibalik jg angka 9 jd 6 ga ada sumbunya... kacau...fatal bgt gak dicek dlu sblm kirim ke customer",Negative,Fear,25,"pesen lilin 65 malah dikasih 95, mo dibalik jg angka 9 jd 6 ga ada sumbunya... kacau...fatal bgt gak dicek dlu sblm kirim ke customer","pesen lilin 65 malah dikasih 95, mo dibalik jg angka 9 jd 6 ga sumbunya... kacau...fatal bgt gak dicek dlu sblm kirim customer"
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,lilinnya udah rusak banget goldnya.,Negative,Fear,5,lilinnya udah rusak banget goldnya.,lilinnya rusak banget goldnya.
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,Tidak dikirim lilin nya padahal sdh beli,Negative,Fear,7,tidak dikirim lilin nya padahal sdh beli,tidak dikirim lilin padahal sdh beli
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,Barangnya ga ada,Negative,Fear,3,barangnya ga ada,barangnya ga
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,1,lilinnya kecil tdk.sesuai gambar. pdhl sy perlu angka 1 yg sesuai gambar. buat nemenin angka yg lainnya .,Negative,Fear,18,lilinnya kecil tdk.sesuai gambar. pdhl sy perlu angka 1 yg sesuai gambar. buat nemenin angka yg lainnya .,lilinnya kecil tdk.sesuai gambar. pdhl sy perlu angka 1 yg sesuai gambar. buat nemenin angka yg lainnya .
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,1,tidak berfungsi baik,Negative,Fear,3,tidak berfungsi baik,tidak berfungsi baik
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,1,"KACAU. udah nanya di chat, ini kalau dibikin begini bisa gak. dijawab bisa. trus udah jelasin di chat begini begitu, chipnya harus disini, dll. trus malah disuruh tulis di email. oke lah udah ditulis juga di email begini begitu panjang lebarr. bahkan udah dikasih contoh gambar yang jelas posisinya begini ya. eh yang dateng gak sesuai dengan requestnya. kecewa banget lah. nyesel beli disini. padahal ngeliat reviewnya banyak yang beli harga juga lebih mahal sedikit dari yang lain tapi begini pelayanannya.",Negative,Fear,81,"kacau. udah nanya di chat, ini kalau dibikin begini bisa gak. dijawab bisa. trus udah jelasin di chat begini begitu, chipnya harus disini, dll. trus malah disuruh tulis di email. oke lah udah ditulis juga di email begini begitu panjang lebarr. bahkan udah dikasih contoh gambar yang jelas posisinya begini ya. eh yang dateng gak sesuai dengan requestnya. kecewa banget lah. nyesel beli disini. padahal ngeliat reviewnya banyak yang beli harga juga lebih mahal sedikit dari yang lain tapi begini pelayanannya.","kacau. nanya chat, kalau dibikin begini bisa gak. dijawab bisa. trus jelasin chat begini begitu, chipnya harus disini, dll. trus malah disuruh tulis email. oke ditulis juga email begini begitu panjang lebarr. bahkan dikasih contoh gambar jelas posisinya begini ya. eh dateng gak sesuai requestnya. kecewa banget lah. nyesel beli disini. padahal ngeliat reviewnya banyak beli harga juga mahal sedikit lain tapi begini pelayanannya."
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19200,3204,1,pesan 9 item brg yg di kirim hanya 6 item brg brg kosong tdk di infokan,Negative,Fear,16,pesan 9 item brg yg di kirim hanya 6 item brg brg kosong tdk di infokan,pesan 9 item brg yg kirim hanya 6 item brg brg kosong tdk infokan
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19200,3204,1,beli 2 tp gak dikirim,Negative,Fear,5,beli 2 tp gak dikirim,beli 2 tp gak dikirim
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,Kota Tangerang,39500,4.9,5636,2366,1,"gantungannya sangat tipis dan rentan patah,1 hari pakai sudah rusak",Negative,Fear,10,"gantungannya sangat tipis dan rentan patah,1 hari pakai sudah rusak","gantungannya sangat tipis rentan patah,1 hari pakai sudah rusak"
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,Kota Tangerang,39500,4.9,5636,2366,1,Barang yang sampai berbededa dengan do foto,Negative,Fear,7,barang yang sampai berbededa dengan do foto,barang sampai berbededa do foto
Party Supplies and Craft,Kukakey Strap Gantungan Kunci Mobil Motor Bracelet Cars Key Chain Rope - Short Black,Kota Tangerang,39500,4.9,5636,2366,1,Diphoto ada penjepit buka tutup ..pas dikirim nggak ada,Negative,Fear,9,diphoto ada penjepit buka tutup ..pas dikirim nggak ada,diphoto penjepit buka tutup ..pas dikirim nggak
Party Supplies and Craft,Lem balon / perekat balon / glue dot ballon / tempelan balon,Jakarta Barat,3000,4.9,7911,1094,1,lem nya gak ada di dalam paket saya..,Negative,Fear,8,lem nya gak ada di dalam paket saya..,lem gak dalam paket saya..
Party Supplies and Craft,Lem balon / perekat balon / glue dot ballon / tempelan balon,Jakarta Barat,3000,4.9,7911,1094,1,saya tidak menerima barang,Negative,Fear,4,saya tidak menerima barang,saya tidak menerima barang
Party Supplies and Craft,Bubble Wrap,Jakarta Pusat,3600,4.8,10700,2237,1,"Agak aneh aja sih seller minta ditambahin sebanyak 10x yg artinya 36rb, sedangkan di lapis hanya 2-3 lapis aja. sedangkan bubble aja 1 roll besar hanya 100rban aja. mungkin seller jualan bubble bukan jualan vga kali yaa?",Negative,Fear,37,"agak aneh aja sih seller minta ditambahin sebanyak 10x yg artinya 36rb, sedangkan di lapis hanya 2-3 lapis aja. sedangkan bubble aja 1 roll besar hanya 100rban aja. mungkin seller jualan bubble bukan jualan vga kali yaa?","agak aneh seller minta ditambahin sebanyak 10x yg artinya 36rb, sedangkan lapis hanya 2-3 lapis aja. sedangkan bubble 1 roll besar hanya 100rban aja. mungkin seller jualan bubble bukan jualan vga kali yaa?"
Party Supplies and Craft,Bubble Wrap,Jakarta Pusat,3600,4.8,10700,2237,1,disuruh tambah bubble wrap malah bubble wrap nya di paking sendiri. gangerti,Negative,Fear,12,disuruh tambah bubble wrap malah bubble wrap nya di paking sendiri. gangerti,disuruh tambah bubble wrap malah bubble wrap paking sendiri. gangerti
Party Supplies and Craft,Bubble Wrap,Jakarta Pusat,3600,4.8,10700,2237,1,udah tambah buble wrap 5 tetap aja tipis packingan nya..,Negative,Fear,10,udah tambah buble wrap 5 tetap aja tipis packingan nya..,tambah buble wrap 5 tetap tipis packingan nya..
Party Supplies and Craft,Bubble Wrap,Jakarta Pusat,3600,4.8,10700,2237,1,dipaksa beli. setelah checkout hati2 saja sama toko ini.,Negative,Fear,9,dipaksa beli. setelah checkout hati2 saja sama toko ini.,dipaksa beli. setelah checkout hati2 saja sama toko ini.
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,1,"barang ini tidak dikirimkan, next mohon lbh diperhatikan",Negative,Fear,8,"barang ini tidak dikirimkan, next mohon lbh diperhatikan","barang tidak dikirimkan, next mohon lbh diperhatikan"
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,1,lem nya kurang merekat,Negative,Fear,4,lem nya kurang merekat,lem merekat
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8497,3867,1,"percuma tambah packing klo kardus susu tetap penyok.. cara kemas tuh jangan ngepres sama kardusnya, biar ketika kardus ketekan, kemasan susunya tidak rusak langsung...",Negative,Fear,24,"percuma tambah packing klo kardus susu tetap penyok.. cara kemas tuh jangan ngepres sama kardusnya, biar ketika kardus ketekan, kemasan susunya tidak rusak langsung...","percuma tambah packing klo kardus susu tetap penyok.. cara kemas tuh jangan ngepres sama kardusnya, biar ketika kardus ketekan, kemasan susunya tidak rusak langsung..."
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8497,3867,1,order pake kardus ternyata dikirim pake plastik doang,Negative,Fear,8,order pake kardus ternyata dikirim pake plastik doang,order pake kardus ternyata dikirim pake plastik doang
Carpentry,Kepala Portable Gas Torch Flame Gun Las Blow Torch Pematik Gas.,Jakarta Utara,21123,4.9,7634,1361,5,Cepat tiba n kemasan bagus. barangnya juga bagus,Positive,Happy,8,cepat tiba n kemasan bagus. barangnya juga bagus,cepat tiba n kemasan bagus. barangnya juga bagus
Carpentry,Kepala Portable Gas Torch Flame Gun Las Blow Torch Pematik Gas.,Jakarta Utara,21123,4.9,7634,1361,5,Product kwalitas bagus..berfungsi dengan baik.,Positive,Happy,5,product kwalitas bagus..berfungsi dengan baik.,product kwalitas bagus..berfungsi baik.
Carpentry,Kepala Portable Gas Torch Flame Gun Las Blow Torch Pematik Gas.,Jakarta Utara,21123,4.9,7634,1361,5,cepet sampai barang sesuai pesanan oke,Positive,Happy,6,cepet sampai barang sesuai pesanan oke,cepet sampai barang sesuai pesanan oke
Carpentry,Kepala Portable Gas Torch Flame Gun Las Blow Torch Pematik Gas.,Jakarta Utara,21123,4.9,7634,1361,5,Produk berfungsi dengan baik.,Positive,Happy,4,produk berfungsi dengan baik.,produk berfungsi baik.
